Municipio,Categoria,Tipo,Valor,Year,Isla
BÚGER,AG,ESTABL.,1,20,Mallorca
BÚGER,AG,PLACES,22,20,Mallorca
BÚGER,CH,ESTABL.,NA,20,Mallorca
BÚGER,CH,PLACES,NA,20,Mallorca
BÚGER,CT,ESTABL.,NA,20,Mallorca
BÚGER,CT,PLACES,NA,20,Mallorca
BÚGER,F,ESTABL.,NA,20,Mallorca
BÚGER,F,PLACES,NA,20,Mallorca
BÚGER,H 1*,ESTABL.,NA,20,Mallorca
BÚGER,H 1*,PLACES,NA,20,Mallorca
BÚGER,H 2*,ESTABL.,NA,20,Mallorca
BÚGER,H 2*,PLACES,NA,20,Mallorca
BÚGER,H 3*,ESTABL.,NA,20,Mallorca
BÚGER,H 3*,PLACES,NA,20,Mallorca
BÚGER,H 3*SUP,ESTABL.,NA,20,Mallorca
BÚGER,H 3*SUP,PLACES,NA,20,Mallorca
BÚGER,H 4*,ESTABL.,NA,20,Mallorca
BÚGER,H 4*,PLACES,NA,20,Mallorca
BÚGER,H 4* SUP,ESTABL.,NA,20,Mallorca
BÚGER,H 4* SUP,PLACES,NA,20,Mallorca
BÚGER,H 5*,ESTABL.,NA,20,Mallorca
BÚGER,H 5*,PLACES,NA,20,Mallorca
BÚGER,H 5* G.L.,ESTABL.,NA,20,Mallorca
BÚGER,H 5* G.L.,PLACES,NA,20,Mallorca
BÚGER,HA 1*,ESTABL.,NA,20,Mallorca
BÚGER,HA 1*,PLACES,NA,20,Mallorca
BÚGER,HA 2*,ESTABL.,NA,20,Mallorca
BÚGER,HA 2*,PLACES,NA,20,Mallorca
BÚGER,HA 3*,ESTABL.,NA,20,Mallorca
BÚGER,HA 3*,PLACES,NA,20,Mallorca
BÚGER,HA 3* SUP,ESTABL.,NA,20,Mallorca
BÚGER,HA 3* SUP,PLACES,NA,20,Mallorca
BÚGER,HA 4*,ESTABL.,NA,20,Mallorca
BÚGER,HA 4*,PLACES,NA,20,Mallorca
BÚGER,HA 4* SUP,ESTABL.,NA,20,Mallorca
BÚGER,HA 4* SUP,PLACES,NA,20,Mallorca
BÚGER,HA 5*,ESTABL.,NA,20,Mallorca
BÚGER,HA 5*,PLACES,NA,20,Mallorca
BÚGER,HO,ESTABL.,NA,20,Mallorca
BÚGER,HO,PLACES,NA,20,Mallorca
BÚGER,HR 5*,ESTABL.,NA,20,Mallorca
BÚGER,HR 5*,PLACES,NA,20,Mallorca
BÚGER,HR,ESTABL.,NA,20,Mallorca
BÚGER,HR,PLACES,NA,20,Mallorca
BÚGER,HS 1*,ESTABL.,NA,20,Mallorca
BÚGER,HS 1*,PLACES,NA,20,Mallorca
BÚGER,HS 2*,ESTABL.,NA,20,Mallorca
BÚGER,HS 2*,PLACES,NA,20,Mallorca
BÚGER,HS 3*,ESTABL.,NA,20,Mallorca
BÚGER,HS 3*,PLACES,NA,20,Mallorca
BÚGER,HSR 1*,ESTABL.,NA,20,Mallorca
BÚGER,HSR 1*,PLACES,NA,20,Mallorca
BÚGER,HSR 2*,ESTABL.,NA,20,Mallorca
BÚGER,HSR 2*,PLACES,NA,20,Mallorca
BÚGER,HSR 3*,ESTABL.,NA,20,Mallorca
BÚGER,HSR 3*,PLACES,NA,20,Mallorca
BÚGER,PENS 2*,ESTABL.,NA,20,Mallorca
BÚGER,PENS 2*,PLACES,NA,20,Mallorca
BÚGER,TI,ESTABL.,NA,20,Mallorca
BÚGER,TI,PLACES,NA,20,Mallorca
BÚGER,TOTAL,ESTABL.,1,20,Mallorca
BÚGER,TOTAL,PLACES,22,20,Mallorca
BUNYOLA,A 1 Ll,ESTABL.,NA,20,Mallorca
BUNYOLA,A 1 Ll,PLACES,NA,20,Mallorca
BUNYOLA,A 2 Ll,ESTABL.,NA,20,Mallorca
BUNYOLA,A 2 Ll,PLACES,NA,20,Mallorca
BUNYOLA,A 3 Ll,ESTABL.,NA,20,Mallorca
BUNYOLA,A 3 Ll,PLACES,NA,20,Mallorca
BUNYOLA,A 3 Ll SUP,ESTABL.,NA,20,Mallorca
BUNYOLA,A 3 Ll SUP,PLACES,NA,20,Mallorca
BUNYOLA,A 4 Ll,ESTABL.,NA,20,Mallorca
BUNYOLA,A 4 Ll,PLACES,NA,20,Mallorca
BUNYOLA,A 4 Ll SUP,ESTABL.,NA,20,Mallorca
BUNYOLA,A 4 Ll SUP,PLACES,NA,20,Mallorca
BUNYOLA,AG,ESTABL.,12,20,Mallorca
BUNYOLA,AG,PLACES,180,20,Mallorca
BUNYOLA,CH,ESTABL.,NA,20,Mallorca
BUNYOLA,CH,PLACES,NA,20,Mallorca
BUNYOLA,CT,ESTABL.,NA,20,Mallorca
BUNYOLA,CT,PLACES,NA,20,Mallorca
BUNYOLA,F,ESTABL.,NA,20,Mallorca
BUNYOLA,F,PLACES,NA,20,Mallorca
BUNYOLA,H 1*,ESTABL.,NA,20,Mallorca
BUNYOLA,H 1*,PLACES,NA,20,Mallorca
BUNYOLA,H 2*,ESTABL.,NA,20,Mallorca
BUNYOLA,H 2*,PLACES,NA,20,Mallorca
BUNYOLA,H 3*,ESTABL.,1,20,Mallorca
BUNYOLA,H 3*,PLACES,30,20,Mallorca
BUNYOLA,H 3*SUP,ESTABL.,NA,20,Mallorca
BUNYOLA,H 3*SUP,PLACES,NA,20,Mallorca
BUNYOLA,H 4*,ESTABL.,1,20,Mallorca
BUNYOLA,H 4*,PLACES,38,20,Mallorca
BUNYOLA,H 4* SUP,ESTABL.,NA,20,Mallorca
BUNYOLA,H 4* SUP,PLACES,NA,20,Mallorca
BUNYOLA,H 5*,ESTABL.,NA,20,Mallorca
BUNYOLA,H 5*,PLACES,NA,20,Mallorca
BUNYOLA,H 5* G.L.,ESTABL.,NA,20,Mallorca
BUNYOLA,H 5* G.L.,PLACES,NA,20,Mallorca
BUNYOLA,HA 1*,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 1*,PLACES,NA,20,Mallorca
BUNYOLA,HA 2*,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 2*,PLACES,NA,20,Mallorca
BUNYOLA,HA 3*,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 3*,PLACES,NA,20,Mallorca
BUNYOLA,HA 3* SUP,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 3* SUP,PLACES,NA,20,Mallorca
BUNYOLA,HA 4*,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 4*,PLACES,NA,20,Mallorca
BUNYOLA,HA 4* SUP,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 4* SUP,PLACES,NA,20,Mallorca
BUNYOLA,HA 5*,ESTABL.,NA,20,Mallorca
BUNYOLA,HA 5*,PLACES,NA,20,Mallorca
BUNYOLA,HO,ESTABL.,NA,20,Mallorca
BUNYOLA,HO,PLACES,NA,20,Mallorca
BUNYOLA,HR 5*,ESTABL.,NA,20,Mallorca
BUNYOLA,HR 5*,PLACES,NA,20,Mallorca
BUNYOLA,HR,ESTABL.,NA,20,Mallorca
BUNYOLA,HR,PLACES,NA,20,Mallorca
BUNYOLA,HS 1*,ESTABL.,NA,20,Mallorca
BUNYOLA,HS 1*,PLACES,NA,20,Mallorca
BUNYOLA,HS 2*,ESTABL.,NA,20,Mallorca
BUNYOLA,HS 2*,PLACES,NA,20,Mallorca
BUNYOLA,HS 3*,ESTABL.,NA,20,Mallorca
BUNYOLA,HS 3*,PLACES,NA,20,Mallorca
BUNYOLA,HSR 1*,ESTABL.,NA,20,Mallorca
BUNYOLA,HSR 1*,PLACES,NA,20,Mallorca
BUNYOLA,HSR 2*,ESTABL.,NA,20,Mallorca
BUNYOLA,HSR 2*,PLACES,NA,20,Mallorca
BUNYOLA,HSR 3*,ESTABL.,NA,20,Mallorca
BUNYOLA,HSR 3*,PLACES,NA,20,Mallorca
BUNYOLA,PENS 2*,ESTABL.,NA,20,Mallorca
BUNYOLA,PENS 2*,PLACES,NA,20,Mallorca
BUNYOLA,TI,ESTABL.,1,20,Mallorca
BUNYOLA,TI,PLACES,20,20,Mallorca
BUNYOLA,TOTAL,ESTABL.,15,20,Mallorca
BUNYOLA,TOTAL,PLACES,268,20,Mallorca
CALVIÀ,A 1 Ll,ESTABL.,10,20,Mallorca
CALVIÀ,A 1 Ll,PLACES,507,20,Mallorca
CALVIÀ,A 2 Ll,ESTABL.,24,20,Mallorca
CALVIÀ,A 2 Ll,PLACES,2728,20,Mallorca
CALVIÀ,A 3 Ll,ESTABL.,23,20,Mallorca
CALVIÀ,A 3 Ll,PLACES,4332,20,Mallorca
CALVIÀ,A 3 Ll SUP,ESTABL.,1,20,Mallorca
CALVIÀ,A 3 Ll SUP,PLACES,566,20,Mallorca
CALVIÀ,A 4 Ll,ESTABL.,3,20,Mallorca
CALVIÀ,A 4 Ll,PLACES,537,20,Mallorca
CALVIÀ,A 4 Ll SUP,ESTABL.,NA,20,Mallorca
CALVIÀ,A 4 Ll SUP,PLACES,NA,20,Mallorca
CALVIÀ,AG,ESTABL.,7,20,Mallorca
CALVIÀ,AG,PLACES,107,20,Mallorca
CALVIÀ,CH,ESTABL.,1,20,Mallorca
CALVIÀ,CH,PLACES,19,20,Mallorca
CALVIÀ,CT,ESTABL.,NA,20,Mallorca
CALVIÀ,CT,PLACES,NA,20,Mallorca
CALVIÀ,F,ESTABL.,NA,20,Mallorca
CALVIÀ,F,PLACES,NA,20,Mallorca
CALVIÀ,H 1*,ESTABL.,3,20,Mallorca
CALVIÀ,H 1*,PLACES,219,20,Mallorca
CALVIÀ,H 2*,ESTABL.,5,20,Mallorca
CALVIÀ,H 2*,PLACES,770,20,Mallorca
CALVIÀ,H 3*,ESTABL.,35,20,Mallorca
CALVIÀ,H 3*,PLACES,8410,20,Mallorca
CALVIÀ,H 3*SUP,ESTABL.,NA,20,Mallorca
CALVIÀ,H 3*SUP,PLACES,NA,20,Mallorca
CALVIÀ,H 4*,ESTABL.,69,20,Mallorca
CALVIÀ,H 4*,PLACES,26093,20,Mallorca
CALVIÀ,H 4* SUP,ESTABL.,8,20,Mallorca
CALVIÀ,H 4* SUP,PLACES,2663,20,Mallorca
CALVIÀ,H 5*,ESTABL.,8,20,Mallorca
CALVIÀ,H 5*,PLACES,1868,20,Mallorca
CALVIÀ,H 5* G.L.,ESTABL.,NA,20,Mallorca
CALVIÀ,H 5* G.L.,PLACES,NA,20,Mallorca
CALVIÀ,HA 1*,ESTABL.,NA,20,Mallorca
CALVIÀ,HA 1*,PLACES,NA,20,Mallorca
CALVIÀ,HA 2*,ESTABL.,2,20,Mallorca
CALVIÀ,HA 2*,PLACES,159,20,Mallorca
CALVIÀ,HA 3*,ESTABL.,9,20,Mallorca
CALVIÀ,HA 3*,PLACES,2851,20,Mallorca
CALVIÀ,HA 3* SUP,ESTABL.,3,20,Mallorca
CALVIÀ,HA 3* SUP,PLACES,944,20,Mallorca
CALVIÀ,HA 4*,ESTABL.,17,20,Mallorca
CALVIÀ,HA 4*,PLACES,7054,20,Mallorca
CALVIÀ,HA 4* SUP,ESTABL.,NA,20,Mallorca
CALVIÀ,HA 4* SUP,PLACES,NA,20,Mallorca
CALVIÀ,HA 5*,ESTABL.,2,20,Mallorca
CALVIÀ,HA 5*,PLACES,586,20,Mallorca
CALVIÀ,HO,ESTABL.,NA,20,Mallorca
CALVIÀ,HO,PLACES,NA,20,Mallorca
CALVIÀ,HR 5*,ESTABL.,NA,20,Mallorca
CALVIÀ,HR 5*,PLACES,NA,20,Mallorca
CALVIÀ,HR,ESTABL.,1,20,Mallorca
CALVIÀ,HR,PLACES,82,20,Mallorca
CALVIÀ,HS 1*,ESTABL.,3,20,Mallorca
CALVIÀ,HS 1*,PLACES,95,20,Mallorca
CALVIÀ,HS 2*,ESTABL.,2,20,Mallorca
CALVIÀ,HS 2*,PLACES,119,20,Mallorca
CALVIÀ,HS 3*,ESTABL.,1,20,Mallorca
CALVIÀ,HS 3*,PLACES,72,20,Mallorca
CALVIÀ,HSR 1*,ESTABL.,8,20,Mallorca
CALVIÀ,HSR 1*,PLACES,323,20,Mallorca
CALVIÀ,HSR 2*,ESTABL.,3,20,Mallorca
CALVIÀ,HSR 2*,PLACES,131,20,Mallorca
CALVIÀ,HSR 3*,ESTABL.,2,20,Mallorca
CALVIÀ,HSR 3*,PLACES,86,20,Mallorca
CALVIÀ,PENS 2*,ESTABL.,NA,20,Mallorca
CALVIÀ,PENS 2*,PLACES,NA,20,Mallorca
CALVIÀ,TI,ESTABL.,1,20,Mallorca
CALVIÀ,TI,PLACES,4,20,Mallorca
CALVIÀ,TOTAL,ESTABL.,251,20,Mallorca
CALVIÀ,TOTAL,PLACES,61325,20,Mallorca
CAMPANET,A 1 Ll,ESTABL.,NA,20,Mallorca
CAMPANET,A 1 Ll,PLACES,NA,20,Mallorca
CAMPANET,A 2 Ll,ESTABL.,NA,20,Mallorca
CAMPANET,A 2 Ll,PLACES,NA,20,Mallorca
CAMPANET,A 3 Ll,ESTABL.,NA,20,Mallorca
CAMPANET,A 3 Ll,PLACES,NA,20,Mallorca
CAMPANET,A 3 Ll SUP,ESTABL.,NA,20,Mallorca
CAMPANET,A 3 Ll SUP,PLACES,NA,20,Mallorca
CAMPANET,A 4 Ll,ESTABL.,NA,20,Mallorca
CAMPANET,A 4 Ll,PLACES,NA,20,Mallorca
CAMPANET,A 4 Ll SUP,ESTABL.,NA,20,Mallorca
CAMPANET,A 4 Ll SUP,PLACES,NA,20,Mallorca
CAMPANET,AG,ESTABL.,4,20,Mallorca
CAMPANET,AG,PLACES,142,20,Mallorca
CAMPANET,CH,ESTABL.,NA,20,Mallorca
CAMPANET,CH,PLACES,NA,20,Mallorca
CAMPANET,CT,ESTABL.,NA,20,Mallorca
CAMPANET,CT,PLACES,NA,20,Mallorca
CAMPANET,F,ESTABL.,NA,20,Mallorca
CAMPANET,F,PLACES,NA,20,Mallorca
CAMPANET,H 1*,ESTABL.,NA,20,Mallorca
CAMPANET,H 1*,PLACES,NA,20,Mallorca
CAMPANET,H 2*,ESTABL.,NA,20,Mallorca
CAMPANET,H 2*,PLACES,NA,20,Mallorca
CAMPANET,H 3*,ESTABL.,NA,20,Mallorca
CAMPANET,H 3*,PLACES,NA,20,Mallorca
CAMPANET,H 3*SUP,ESTABL.,NA,20,Mallorca
CAMPANET,H 3*SUP,PLACES,NA,20,Mallorca
CAMPANET,H 4*,ESTABL.,NA,20,Mallorca
CAMPANET,H 4*,PLACES,NA,20,Mallorca
CAMPANET,H 4* SUP,ESTABL.,NA,20,Mallorca
CAMPANET,H 4* SUP,PLACES,NA,20,Mallorca
CAMPANET,H 5*,ESTABL.,NA,20,Mallorca
CAMPANET,H 5*,PLACES,NA,20,Mallorca
CAMPANET,H 5* G.L.,ESTABL.,NA,20,Mallorca
CAMPANET,H 5* G.L.,PLACES,NA,20,Mallorca
CAMPANET,HA 1*,ESTABL.,NA,20,Mallorca
CAMPANET,HA 1*,PLACES,NA,20,Mallorca
CAMPANET,HA 2*,ESTABL.,NA,20,Mallorca
CAMPANET,HA 2*,PLACES,NA,20,Mallorca
CAMPANET,HA 3*,ESTABL.,NA,20,Mallorca
CAMPANET,HA 3*,PLACES,NA,20,Mallorca
CAMPANET,HA 3* SUP,ESTABL.,NA,20,Mallorca
CAMPANET,HA 3* SUP,PLACES,NA,20,Mallorca
CAMPANET,HA 4*,ESTABL.,NA,20,Mallorca
CAMPANET,HA 4*,PLACES,NA,20,Mallorca
CAMPANET,HA 4* SUP,ESTABL.,NA,20,Mallorca
CAMPANET,HA 4* SUP,PLACES,NA,20,Mallorca
CAMPANET,HA 5*,ESTABL.,NA,20,Mallorca
CAMPANET,HA 5*,PLACES,NA,20,Mallorca
CAMPANET,HO,ESTABL.,NA,20,Mallorca
CAMPANET,HO,PLACES,NA,20,Mallorca
CAMPANET,HR 5*,ESTABL.,NA,20,Mallorca
CAMPANET,HR 5*,PLACES,NA,20,Mallorca
CAMPANET,HR,ESTABL.,1,20,Mallorca
CAMPANET,HR,PLACES,64,20,Mallorca
CAMPANET,HS 1*,ESTABL.,NA,20,Mallorca
CAMPANET,HS 1*,PLACES,NA,20,Mallorca
CAMPANET,HS 2*,ESTABL.,NA,20,Mallorca
CAMPANET,HS 2*,PLACES,NA,20,Mallorca
CAMPANET,HS 3*,ESTABL.,NA,20,Mallorca
CAMPANET,HS 3*,PLACES,NA,20,Mallorca
CAMPANET,HSR 1*,ESTABL.,NA,20,Mallorca
CAMPANET,HSR 1*,PLACES,NA,20,Mallorca
CAMPANET,HSR 2*,ESTABL.,NA,20,Mallorca
CAMPANET,HSR 2*,PLACES,NA,20,Mallorca
CAMPANET,HSR 3*,ESTABL.,NA,20,Mallorca
CAMPANET,HSR 3*,PLACES,NA,20,Mallorca
CAMPANET,PENS 2*,ESTABL.,NA,20,Mallorca
CAMPANET,PENS 2*,PLACES,NA,20,Mallorca
CAMPANET,TI,ESTABL.,2,20,Mallorca
CAMPANET,TI,PLACES,22,20,Mallorca
CAMPANET,TOTAL,ESTABL.,7,20,Mallorca
CAMPANET,TOTAL,PLACES,228,20,Mallorca
CAMPOS,A 1 Ll,ESTABL.,NA,20,Mallorca
CAMPOS,A 1 Ll,PLACES,NA,20,Mallorca
CAMPOS,A 2 Ll,ESTABL.,NA,20,Mallorca
CAMPOS,A 2 Ll,PLACES,NA,20,Mallorca
CAMPOS,A 3 Ll,ESTABL.,NA,20,Mallorca
CAMPOS,A 3 Ll,PLACES,NA,20,Mallorca
CAMPOS,A 3 Ll SUP,ESTABL.,NA,20,Mallorca
CAMPOS,A 3 Ll SUP,PLACES,NA,20,Mallorca
CAMPOS,A 4 Ll,ESTABL.,NA,20,Mallorca
CAMPOS,A 4 Ll,PLACES,NA,20,Mallorca
CAMPOS,A 4 Ll SUP,ESTABL.,NA,20,Mallorca
CAMPOS,A 4 Ll SUP,PLACES,NA,20,Mallorca
CAMPOS,AG,ESTABL.,30,20,Mallorca
CAMPOS,AG,PLACES,585,20,Mallorca
CAMPOS,CH,ESTABL.,NA,20,Mallorca
CAMPOS,CH,PLACES,NA,20,Mallorca
CAMPOS,CT,ESTABL.,NA,20,Mallorca
CAMPOS,CT,PLACES,NA,20,Mallorca
CAMPOS,F,ESTABL.,NA,20,Mallorca
CAMPOS,F,PLACES,NA,20,Mallorca
CAMPOS,H 1*,ESTABL.,NA,20,Mallorca
CAMPOS,H 1*,PLACES,NA,20,Mallorca
CAMPOS,H 2*,ESTABL.,NA,20,Mallorca
CAMPOS,H 2*,PLACES,NA,20,Mallorca
CAMPOS,H 3*,ESTABL.,NA,20,Mallorca
CAMPOS,H 3*,PLACES,NA,20,Mallorca
CAMPOS,H 3*SUP,ESTABL.,NA,20,Mallorca
CAMPOS,H 3*SUP,PLACES,NA,20,Mallorca
CAMPOS,H 4*,ESTABL.,NA,20,Mallorca
CAMPOS,H 4*,PLACES,NA,20,Mallorca
CAMPOS,H 4* SUP,ESTABL.,NA,20,Mallorca
CAMPOS,H 4* SUP,PLACES,NA,20,Mallorca
CAMPOS,H 5*,ESTABL.,1,20,Mallorca
CAMPOS,H 5*,PLACES,76,20,Mallorca
CAMPOS,H 5* G.L.,ESTABL.,NA,20,Mallorca
CAMPOS,H 5* G.L.,PLACES,NA,20,Mallorca
CAMPOS,HA 1*,ESTABL.,NA,20,Mallorca
CAMPOS,HA 1*,PLACES,NA,20,Mallorca
CAMPOS,HA 2*,ESTABL.,NA,20,Mallorca
CAMPOS,HA 2*,PLACES,NA,20,Mallorca
CAMPOS,HA 3*,ESTABL.,NA,20,Mallorca
CAMPOS,HA 3*,PLACES,NA,20,Mallorca
CAMPOS,HA 3* SUP,ESTABL.,NA,20,Mallorca
CAMPOS,HA 3* SUP,PLACES,NA,20,Mallorca
CAMPOS,HA 4*,ESTABL.,NA,20,Mallorca
CAMPOS,HA 4*,PLACES,NA,20,Mallorca
CAMPOS,HA 4* SUP,ESTABL.,NA,20,Mallorca
CAMPOS,HA 4* SUP,PLACES,NA,20,Mallorca
CAMPOS,HA 5*,ESTABL.,NA,20,Mallorca
CAMPOS,HA 5*,PLACES,NA,20,Mallorca
CAMPOS,HO,ESTABL.,NA,20,Mallorca
CAMPOS,HO,PLACES,NA,20,Mallorca
CAMPOS,HR 5*,ESTABL.,NA,20,Mallorca
CAMPOS,HR 5*,PLACES,NA,20,Mallorca
CAMPOS,HR,ESTABL.,3,20,Mallorca
CAMPOS,HR,PLACES,74,20,Mallorca
CAMPOS,HS 1*,ESTABL.,NA,20,Mallorca
CAMPOS,HS 1*,PLACES,NA,20,Mallorca
CAMPOS,HS 2*,ESTABL.,NA,20,Mallorca
CAMPOS,HS 2*,PLACES,NA,20,Mallorca
CAMPOS,HS 3*,ESTABL.,NA,20,Mallorca
CAMPOS,HS 3*,PLACES,NA,20,Mallorca
CAMPOS,HSR 1*,ESTABL.,1,20,Mallorca
CAMPOS,HSR 1*,PLACES,41,20,Mallorca
CAMPOS,HSR 2*,ESTABL.,NA,20,Mallorca
CAMPOS,HSR 2*,PLACES,NA,20,Mallorca
CAMPOS,HSR 3*,ESTABL.,NA,20,Mallorca
CAMPOS,HSR 3*,PLACES,NA,20,Mallorca
CAMPOS,PENS 2*,ESTABL.,NA,20,Mallorca
CAMPOS,PENS 2*,PLACES,NA,20,Mallorca
CAMPOS,TI,ESTABL.,2,20,Mallorca
CAMPOS,TI,PLACES,58,20,Mallorca
CAMPOS,TOTAL,ESTABL.,37,20,Mallorca
CAMPOS,TOTAL,PLACES,834,20,Mallorca
CAPDEPERA,A 1 Ll,ESTABL.,8,20,Mallorca
CAPDEPERA,A 1 Ll,PLACES,423,20,Mallorca
CAPDEPERA,A 2 Ll,ESTABL.,7,20,Mallorca
CAPDEPERA,A 2 Ll,PLACES,364,20,Mallorca
CAPDEPERA,A 3 Ll,ESTABL.,6,20,Mallorca
CAPDEPERA,A 3 Ll,PLACES,538,20,Mallorca
CAPDEPERA,A 3 Ll SUP,ESTABL.,NA,20,Mallorca
CAPDEPERA,A 3 Ll SUP,PLACES,NA,20,Mallorca
CAPDEPERA,A 4 Ll,ESTABL.,NA,20,Mallorca
CAPDEPERA,A 4 Ll,PLACES,NA,20,Mallorca
CAPDEPERA,A 4 Ll SUP,ESTABL.,NA,20,Mallorca
CAPDEPERA,A 4 Ll SUP,PLACES,NA,20,Mallorca
CAPDEPERA,AG,ESTABL.,3,20,Mallorca
CAPDEPERA,AG,PLACES,114,20,Mallorca
CAPDEPERA,CH,ESTABL.,NA,20,Mallorca
CAPDEPERA,CH,PLACES,NA,20,Mallorca
CAPDEPERA,CT,ESTABL.,NA,20,Mallorca
CAPDEPERA,CT,PLACES,NA,20,Mallorca
CAPDEPERA,F,ESTABL.,1,20,Mallorca
CAPDEPERA,F,PLACES,68,20,Mallorca
CAPDEPERA,H 1*,ESTABL.,5,20,Mallorca
CAPDEPERA,H 1*,PLACES,262,20,Mallorca
CAPDEPERA,H 2*,ESTABL.,NA,20,Mallorca
CAPDEPERA,H 2*,PLACES,NA,20,Mallorca
CAPDEPERA,H 3*,ESTABL.,11,20,Mallorca
CAPDEPERA,H 3*,PLACES,1886,20,Mallorca
CAPDEPERA,H 3*SUP,ESTABL.,2,20,Mallorca
CAPDEPERA,H 3*SUP,PLACES,310,20,Mallorca
CAPDEPERA,H 4*,ESTABL.,23,20,Mallorca
CAPDEPERA,H 4*,PLACES,5921,20,Mallorca
CAPDEPERA,H 4* SUP,ESTABL.,6,20,Mallorca
CAPDEPERA,H 4* SUP,PLACES,1466,20,Mallorca
CAPDEPERA,H 5*,ESTABL.,3,20,Mallorca
CAPDEPERA,H 5*,PLACES,474,20,Mallorca
CAPDEPERA,H 5* G.L.,ESTABL.,1,20,Mallorca
CAPDEPERA,H 5* G.L.,PLACES,284,20,Mallorca
CAPDEPERA,HA 1*,ESTABL.,3,20,Mallorca
CAPDEPERA,HA 1*,PLACES,78,20,Mallorca
CAPDEPERA,HA 2*,ESTABL.,NA,20,Mallorca
CAPDEPERA,HA 2*,PLACES,NA,20,Mallorca
CAPDEPERA,HA 3*,ESTABL.,4,20,Mallorca
CAPDEPERA,HA 3*,PLACES,1032,20,Mallorca
CAPDEPERA,HA 3* SUP,ESTABL.,1,20,Mallorca
CAPDEPERA,HA 3* SUP,PLACES,78,20,Mallorca
CAPDEPERA,HA 4*,ESTABL.,10,20,Mallorca
CAPDEPERA,HA 4*,PLACES,4067,20,Mallorca
CAPDEPERA,HA 4* SUP,ESTABL.,1,20,Mallorca
CAPDEPERA,HA 4* SUP,PLACES,840,20,Mallorca
CAPDEPERA,HA 5*,ESTABL.,1,20,Mallorca
CAPDEPERA,HA 5*,PLACES,96,20,Mallorca
CAPDEPERA,HO,ESTABL.,NA,20,Mallorca
CAPDEPERA,HO,PLACES,NA,20,Mallorca
CAPDEPERA,HR 5*,ESTABL.,NA,20,Mallorca
CAPDEPERA,HR 5*,PLACES,NA,20,Mallorca
CAPDEPERA,HR,ESTABL.,2,20,Mallorca
CAPDEPERA,HR,PLACES,84,20,Mallorca
CAPDEPERA,HS 1*,ESTABL.,6,20,Mallorca
CAPDEPERA,HS 1*,PLACES,497,20,Mallorca
CAPDEPERA,HS 2*,ESTABL.,4,20,Mallorca
CAPDEPERA,HS 2*,PLACES,279,20,Mallorca
CAPDEPERA,HS 3*,ESTABL.,NA,20,Mallorca
CAPDEPERA,HS 3*,PLACES,NA,20,Mallorca
CAPDEPERA,HSR 1*,ESTABL.,4,20,Mallorca
CAPDEPERA,HSR 1*,PLACES,132,20,Mallorca
CAPDEPERA,HSR 2*,ESTABL.,2,20,Mallorca
CAPDEPERA,HSR 2*,PLACES,83,20,Mallorca
CAPDEPERA,HSR 3*,ESTABL.,NA,20,Mallorca
CAPDEPERA,HSR 3*,PLACES,NA,20,Mallorca
CAPDEPERA,PENS 2*,ESTABL.,NA,20,Mallorca
CAPDEPERA,PENS 2*,PLACES,NA,20,Mallorca
CAPDEPERA,TI,ESTABL.,1,20,Mallorca
CAPDEPERA,TI,PLACES,20,20,Mallorca
CAPDEPERA,TOTAL,ESTABL.,115,20,Mallorca
CAPDEPERA,TOTAL,PLACES,19396,20,Mallorca
CONSELL,A 1 Ll,ESTABL.,NA,20,Mallorca
CONSELL,A 1 Ll,PLACES,NA,20,Mallorca
CONSELL,A 2 Ll,ESTABL.,NA,20,Mallorca
CONSELL,A 2 Ll,PLACES,NA,20,Mallorca
CONSELL,A 3 Ll,ESTABL.,NA,20,Mallorca
CONSELL,A 3 Ll,PLACES,NA,20,Mallorca
CONSELL,A 3 Ll SUP,ESTABL.,NA,20,Mallorca
CONSELL,A 3 Ll SUP,PLACES,NA,20,Mallorca
CONSELL,A 4 Ll,ESTABL.,NA,20,Mallorca
CONSELL,A 4 Ll,PLACES,NA,20,Mallorca
CONSELL,A 4 Ll SUP,ESTABL.,NA,20,Mallorca
CONSELL,A 4 Ll SUP,PLACES,NA,20,Mallorca
CONSELL,AG,ESTABL.,NA,20,Mallorca
CONSELL,AG,PLACES,NA,20,Mallorca
CONSELL,CH,ESTABL.,NA,20,Mallorca
CONSELL,CH,PLACES,NA,20,Mallorca
CONSELL,CT,ESTABL.,NA,20,Mallorca
CONSELL,CT,PLACES,NA,20,Mallorca
CONSELL,F,ESTABL.,NA,20,Mallorca
CONSELL,F,PLACES,NA,20,Mallorca
CONSELL,H 1*,ESTABL.,NA,20,Mallorca
CONSELL,H 1*,PLACES,NA,20,Mallorca
CONSELL,H 2*,ESTABL.,NA,20,Mallorca
CONSELL,H 2*,PLACES,NA,20,Mallorca
CONSELL,H 3*,ESTABL.,NA,20,Mallorca
CONSELL,H 3*,PLACES,NA,20,Mallorca
CONSELL,H 3*SUP,ESTABL.,NA,20,Mallorca
CONSELL,H 3*SUP,PLACES,NA,20,Mallorca
