Variables;n_componentes;rho;phi_1;sigma2;MAPE;RMSE_rel
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998586826241030;7,41052727209270;0,154038584030108;0,147433037598959
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Capital_arima;3;-0,999000000000000;0,998329313910127;8,92116023927769;0,118501762781312;0,147464812690665
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,998316038345564;8,94096200745211;0,120230282911040;0,147546078355138
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998373814941224;8,82374896887418;0,115717219018209;0,148131648856546
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima;3;-0,999000000000000;0,998362596781184;9,24365057560464;0,130882250555115;0,148589337495279
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Carbón y derivados_arima, Gas_arima;3;-0,999000000000000;0,998404259466563;9,13081122515823;0,114271434457899;0,149571272649884
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima;3;-0,999000000000000;0,998912314280923;7,34871868465825;0,132917594774240;0,149886345899995
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Carbón y derivados_arima;3;-0,999000000000000;0,998388622663717;9,20075235678683;0,129638585815385;0,149959009948359
Total_arima, ConsumoEuros_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima, Gas_arima;3;-0,999000000000000;0,998356282864851;9,42825767971484;0,133684639459107;0,150650897344730
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima;3;-0,999000000000000;0,998753746172704;6,56922070732130;0,131458557381200;0,151117877874738
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima, Gas_arima;3;-0,999000000000000;0,999000000000000;6,38108377213581;0,139291579083810;0,151435012321685
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima;3;-0,999000000000000;0,998893803999625;7,32127443118213;0,133444784586740;0,151485879271732
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998611651627549;6,93880667241739;0,138090621043693;0,151913644837815
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,92647257277356;0,148028613267226;0,151976720330330
Total_arima, ConsumoEuros_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998328235250226;9,41609996172225;0,138035644992292;0,152030940328076
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,91270047013424;0,147533374236676;0,152299457226073
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,89088305809404;0,144011665254822;0,152392746450495
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998832154044366;7,57144659173417;0,208871023776566;0,152682398030823
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, NumeroSociedades_arima, Electricidad_arima;3;-0,999000000000000;0,999000000000000;7,03338905367716;0,139943321901210;0,152759261128141
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;7,03121792023711;0,137188282905544;0,152950672192431
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;7,05278193816451;0,127614359542141;0,153649409904296
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Carbón y derivados_arima, Capital_arima;3;-0,998998359775770;0,998346698428252;9,24919709495857;0,111542718563784;0,153815934735787
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,998890646036112;7,44835074721899;0,158302055300277;0,153999132660843
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,998521249042708;7,66994276536605;0,163275188376978;0,154024531116141
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998865250719086;7,16715935700752;0,145686902828333;0,154069325363283
Total_arima, ConsumoEuros_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima;3;-0,999000000000000;0,998361422899457;9,43634698050568;0,154563865063564;0,154069355124327
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Electricidad_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,998918138631136;7,51036108853166;0,162576365753276;0,154119583869453
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,98659837106879;0,130095989756033;0,154175352532683
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, NumeroSociedades_arima;3;-0,999000000000000;0,999000000000000;6,94713516543805;0,138980637407900;0,154435269506866
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998391066063846;9,25679316169100;0,150665138466109;0,154731898399227
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,96737458192341;0,126919219069308;0,154737744927875
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima;3;-0,999000000000000;0,998937187142223;7,41373287551751;0,143347750481108;0,154826991853310
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998787110889192;7,26599695293062;0,147414810392812;0,154893897880398
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,44822479322932;0,136376821887389;0,154937688205451
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,998319923297318;9,33970244744881;0,107615127968989;0,155106382308623
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998648066394731;7,20658405027394;0,146983510252363;0,155369143876566
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998896324799745;7,65920509991491;0,170755666800482;0,155471394899988
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,89984573180782;0,123917636603591;0,155789009368713
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,90186830740091;0,127988139254465;0,155820439164073
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998244291098038;9,10353476832306;0,114996842200931;0,155993284686944
Total_arima, ConsumoEuros_arima, PobTotal_arima, Carbón y derivados_arima;3;-0,999000000000000;0,998348026001729;9,43417391832650;0,153390815207366;0,156213452913867
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998913916060818;7,57703298621500;0,177711475684764;0,156265815836101
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,42732976952405;0,134825601414612;0,156393600495963
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998632485397639;7,54538806719813;0,122709345814527;0,156601703972536
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,36102060740339;0,132917863823736;0,156740017536739
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Capital_arima;3;-0,999000000000000;0,998081316974044;10,40250139948718;0,107084207318834;0,156758425013231
Total_arima, ConsumoEuros_arima, PobTotal_arima, Carbón y derivados_arima, Gas_arima;3;-0,999000000000000;0,998445800466371;9,25106531934993;0,144590476550312;0,156760490571550
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;7,00407421343469;0,126818607159095;0,156840128070328
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Carbón y derivados_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998759370809520;7,68943788403691;0,229697936916523;0,156910565536963
Total_arima, ConsumoEuros_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998359740475979;9,43375658052647;0,134451332611367;0,157065486224742
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,93132708103224;0,145159482690028;0,157304751230233
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998561075334853;7,42588120921605;0,164231266252496;0,157381125861107
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima;3;-0,999000000000000;0,999000000000000;6,31815973948058;0,145248435479612;0,157451086600739
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998837240356762;7,86534305604835;0,185411399856923;0,157519869963598
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Gas_arima;3;-0,999000000000000;0,999000000000000;6,11882763989937;0,125061790283689;0,157639826920172
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Electricidad_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998761550743831;7,88761299428764;0,161386637535649;0,157808771128348
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima, Electricidad_arima;3;-0,999000000000000;0,999000000000000;6,35080618993789;0,146553408613919;0,157892318980729
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima;3;-0,999000000000000;0,999000000000000;6,13398056612754;0,123817501054414;0,158296355265431
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Gas_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998533111486742;7,64171805757321;0,151809401388118;0,158361906034082
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima;3;-0,999000000000000;0,998917935660070;6,50414326327017;0,123476778242873;0,158379020567712
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,92362263442461;0,125029543957076;0,158437902389894
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Capital_arima;3;-0,975314513518744;0,998811218040915;7,26228789467299;0,167400959185453;0,158643343546245
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima;3;-0,999000000000000;0,999000000000000;6,20199169765485;0,127210986279854;0,159110282894169
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998939611690268;7,56961679002373;0,170994914732575;0,159127366111147
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998976399336182;7,05239376693348;0,203228720561304;0,159135243239882
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,91633408926933;0,122020557924152;0,159173147574598
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998392884274380;8,82586087357480;0,154437413223607;0,159808883596844
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Electricidad_arima;3;-0,999000000000000;0,999000000000000;6,27158598812923;0,128957726615156;0,159962408774555
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998942334840057;7,51699402243585;0,174867033157746;0,160273256259360
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998441365385678;9,12136734761571;0,156774047944546;0,160297874253500
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,99298900005991;0,129311107371381;0,160714075841027
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima;3;-0,999000000000000;0,998731200603624;6,42062713629001;0,142222986370239;0,160862783589017
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Gas_arima, Capital_arima;3;-0,997972931950102;0,998363070168170;9,38265554232519;0,113685862431256;0,161059748486372
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;7,43542831927470;0,172900996375853;0,161110200385512
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998293001997802;8,94848377463669;0,120905752771455;0,161497895833739
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Carbón y derivados_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998828340493126;7,17115068094384;0,197713010009968;0,161704174785334
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, NumeroSociedades_arima;3;-0,999000000000000;0,998673090143662;6,59736155701971;0,142017715815558;0,161891463261553
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,998375758183032;8,87118460078278;0,174753201157294;0,161965649410060
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,72425690103743;0,185601023871022;0,162405299944860
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,997726955477894;10,36989704415258;0,152606848850089;0,162861579654528
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Gas_arima, Capital_arima, EurosDesembolsado_arima;3;-0,998524572907244;0,998341826575776;8,77025036052792;0,111933566277256;0,162872287948417
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998941916056800;7,51944879330168;0,163191167741508;0,162967930382632
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima;3;-0,998999996680639;0,998377226746091;9,15985990337303;0,172542354405028;0,163154416326443
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Gas_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;7,04064654089962;0,127385380429217;0,163225717096498
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998396182758817;9,24878231902089;0,111827418650453;0,163499314220075
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, NumeroSociedades_arima, Gas_arima;3;-0,999000000000000;0,998850602772714;6,88863278503212;0,152952916809788;0,163602828637676
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998150497008879;9,61098281733155;0,120818716640437;0,163644319964094
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,998406471121578;9,29947105767385;0,114484256831309;0,164071061738598
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998909700464498;6,83700502691171;0,164341546010276;0,164218926975670
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,44369391086708;0,181092297139274;0,164345669474412
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,91018582818057;0,127824940539100;0,164566029960872
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,77489443954246;0,189693961898849;0,164896026103206
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima, Gas_arima;3;-0,999000000000000;0,998322319559351;8,69385462147098;0,143534786212067;0,165000730127002
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,69826541907865;0,159187874916525;0,165191221806253
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,997793943836790;10,80186445305485;0,212174379129120;0,165431329761134
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima, Carbón y derivados_arima;3;-0,999000000000000;0,999000000000000;6,90154896216808;0,145440413405328;0,165732634295052
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima, Electricidad_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,83787111493124;0,194945367440403;0,165858303645612
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,21453697489501;0,128932654754942;0,165976477403460
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,23671300058170;0,128738885378629;0,166090287414391
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, Capital_arima;3;-0,999000000000000;0,998349993372245;8,74370049131982;0,149181131221915;0,166198100095564
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Gas_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998847692689734;7,22299328076009;0,123839857690219;0,166359898909503
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998215438027520;9,18608228363452;0,112226888597799;0,166658722771488
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, NumeroSociedades_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,98545978004942;0,208321228037627;0,166789404496534
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima, Gas_arima;3;-0,999000000000000;0,998690955025999;7,00392797425590;0,181350077999244;0,166819472105680
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Carbón y derivados_arima;3;-0,999000000000000;0,999000000000000;6,81549786337604;0,143529213674131;0,166825796317137
Total_arima, ConsumoEuros_arima, PobTotal_arima, NumeroSociedades_arima, Carbón y derivados_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998731216806324;8,46869022080152;0,221661532101726;0,167045753384811
Total_arima, ConsumoEuros_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,984028302175224;0,998346026951542;9,28942411083520;0,136176978321072;0,167101078764287
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, Gas_arima;3;-0,999000000000000;0,998337776817841;8,70979310194897;0,147982309272492;0,168069641699843
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, Electricidad_arima;3;-0,999000000000000;0,999000000000000;6,94279136481497;0,166867842008260;0,168371826745694
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Carbón y derivados_arima;3;-0,999000000000000;0,998346545322672;8,73491584539032;0,150832587032239;0,168397195869373
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998328365159376;8,77419923458225;0,143743759176594;0,168562320450779
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,23313654501207;0,130487332025599;0,168593825800798
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Electricidad_arima, Carbón y derivados_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998848179670432;8,17772735892200;0,212754919927855;0,168931422709239
Total_arima, ConsumoEuros_arima, PobTotal_arima, Electricidad_arima, Capital_arima;3;-0,999000000000000;0,998349536255327;9,58159657033510;0,139302244700354;0,168974893563016
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Gas_arima;3;-0,999000000000000;0,999000000000000;5,87810328805291;0,159664046641762;0,169339046952408
Total_arima, ConsumoEuros_arima, ActivosMujeres_arima, NumeroSociedades_arima, Carbón y derivados_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998694221470884;8,61217098866925;0,200548960724570;0,169432252719697
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,22868060675186;0,130814204806663;0,169485006393686
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima;3;-0,999000000000000;0,998334920054416;8,74836728608314;0,153047137472635;0,169710043652428
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,999000000000000;6,14917410339384;0,130276186677844;0,169868382634628
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,17486475966220;0,131249476207796;0,170803478756766
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Capital_arima;3;-0,999000000000000;0,998752667777434;6,17364899788959;0,131785232891908;0,170858194923102
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,21917465372327;0,129460811492539;0,171191455153106
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998283056526993;8,99032401845727;0,116091263497045;0,171323956031771
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima;3;-0,999000000000000;0,998840913859569;7,12530535407285;0,163338600480346;0,171438154427011
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima;3;-0,999000000000000;0,999000000000000;6,83919305900859;0,168364800900888;0,171687478207140
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998312961328332;8,95537015476896;0,113391138260223;0,172153863126876
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Electricidad_arima, Carbón y derivados_arima;3;-0,999000000000000;0,999000000000000;6,15881731030663;0,144512264506997;0,172192132616898
Total_arima, ConsumoEuros_arima, PobTotal_arima, Capital_arima;3;-0,999000000000000;0,998378584877295;9,54373866982032;0,141296624641492;0,172689199264636
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Gas_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,16530131357531;0,132092103664203;0,172737438819980
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Electricidad_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998354587025166;9,31419339264964;0,111385196782745;0,172776854058352
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, Electricidad_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998273821025010;8,95925496581798;0,122201397310320;0,173020533409757
Total_arima, ConsumoEuros_arima, PobTotal_arima, ActivoHombres_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998290355477369;8,94043950992159;0,120468964039481;0,173206606847543
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Carbón y derivados_arima, Gas_arima, Capital_arima;3;-0,998999943074297;0,998833175932317;7,59569041739887;0,240233496788734;0,173599073978704
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,999000000000000;6,15836038916752;0,130129208011546;0,174806858265207
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, NumeroSociedades_arima, Gas_arima, Capital_arima;3;-0,999000000000000;0,998572041621727;7,65704578552305;0,178886841387148;0,175125992909345
Total_arima, ConsumoEuros_arima, ActivoHombres_arima, Capital_arima, EurosDesembolsado_arima;3;-0,999000000000000;0,998349032963705;9,33639056120970;0,112068353411905;0,176152121956085
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, PobTotal_arima, Electricidad_arima, Carbón y derivados_arima;3;-0,999000000000000;0,999000000000000;6,25509397195746;0,153240134693595;0,176180832686351
Total_arima, ConsumoEuros_arima, NumeroCreadas_arima, ActivoHombres_arima, Carbón y derivados_arima;3;-0,999000000000000;0,999000000000000;6,08952609690997;0,148312488328282;0,176399893438520
