Región Geográfica;Comunidades y Ciudades Autónomas;Índice y tasas;Periodo;Total
Nacional;;Índice;2025M05;125,576
Nacional;;Índice;2025M04;117,157
Nacional;;Índice;2025M03;126,437
Nacional;;Índice;2025M02;119,623
Nacional;;Índice;2025M01;113,279
Nacional;;Índice;2024M12;116,215
Nacional;;Índice;2024M11;124,81
Nacional;;Índice;2024M10;128,529
Nacional;;Índice;2024M09;120,028
Nacional;;Índice;2024M08;92,773
Nacional;;Índice;2024M07;126,321
Nacional;;Índice;2024M06;121,751
Nacional;;Índice;2024M05;128,025
Nacional;;Índice;2024M04;125,764
Nacional;;Índice;2024M03;118,367
Nacional;;Índice;2024M02;119,219
Nacional;;Índice;2024M01;113,531
Nacional;;Índice;2023M12;108,524
Nacional;;Índice;2023M11;127,308
Nacional;;Índice;2023M10;122,852
Nacional;;Índice;2023M09;121,672
Nacional;;Índice;2023M08;96,949
Nacional;;Índice;2023M07;119,846
Nacional;;Índice;2023M06;128,247
Nacional;;Índice;2023M05;129,717
Nacional;;Índice;2023M04;110,404
Nacional;;Índice;2023M03;134,862
Nacional;;Índice;2023M02;117,671
Nacional;;Índice;2023M01;112,019
Nacional;;Índice;2022M12;117,943
Nacional;;Índice;2022M11;129,764
Nacional;;Índice;2022M10;122,869
Nacional;;Índice;2022M09;128,916
Nacional;;Índice;2022M08;103,465
Nacional;;Índice;2022M07;126,413
Nacional;;Índice;2022M06;137,261
Nacional;;Índice;2022M05;132,757
Nacional;;Índice;2022M04;119,707
Nacional;;Índice;2022M03;122,981
Nacional;;Índice;2022M02;109,309
Nacional;;Índice;2022M01;99,915
Nacional;;Índice;2021M12;107,047
Nacional;;Índice;2021M11;114,704
Nacional;;Índice;2021M10;104,738
Nacional;;Índice;2021M09;105,822
Nacional;;Índice;2021M08;80,74
Nacional;;Índice;2021M07;104,64
Nacional;;Índice;2021M06;104,321
Nacional;;Índice;2021M05;100,271
Nacional;;Índice;2021M04;97,349
Nacional;;Índice;2021M03;107,664
Nacional;;Índice;2021M02;90,63
Nacional;;Índice;2021M01;82,075
Nacional;;Índice;2020M12;90,515
Nacional;;Índice;2020M11;96,335
Nacional;;Índice;2020M10;97,438
Nacional;;Índice;2020M09;94,367
Nacional;;Índice;2020M08;68,765
Nacional;;Índice;2020M07;94,639
Nacional;;Índice;2020M06;87,661
Nacional;;Índice;2020M05;70,804
Nacional;;Índice;2020M04;57,751
Nacional;;Índice;2020M03;88,079
Nacional;;Índice;2020M02;95,579
Nacional;;Índice;2020M01;91,166
Nacional;;Índice;2019M12;92,329
Nacional;;Índice;2019M11;98,627
Nacional;;Índice;2019M10;106,862
Nacional;;Índice;2019M09;97,353
Nacional;;Índice;2019M08;76,425
Nacional;;Índice;2019M07;105,968
Nacional;;Índice;2019M06;98,901
Nacional;;Índice;2019M05;106,219
Nacional;;Índice;2019M04;97,315
Nacional;;Índice;2019M03;102,328
Nacional;;Índice;2019M02;94,904
Nacional;;Índice;2019M01;92,535
Nacional;;Índice;2018M12;88,096
Nacional;;Índice;2018M11;101,476
Nacional;;Índice;2018M10;106,669
Nacional;;Índice;2018M09;96,225
Nacional;;Índice;2018M08;79,32
Nacional;;Índice;2018M07;102,89
Nacional;;Índice;2018M06;104,294
Nacional;;Índice;2018M05;105,467
Nacional;;Índice;2018M04;98,062
Nacional;;Índice;2018M03;98,925
Nacional;;Índice;2018M02;91,825
Nacional;;Índice;2018M01;92,08
Nacional;;Índice;2017M12;90,098
Nacional;;Índice;2017M11;100,721
Nacional;;Índice;2017M10;98,622
Nacional;;Índice;2017M09;96,455
Nacional;;Índice;2017M08;74,723
Nacional;;Índice;2017M07;93,584
Nacional;;Índice;2017M06;99,517
Nacional;;Índice;2017M05;100,358
Nacional;;Índice;2017M04;84,77
Nacional;;Índice;2017M03;103,151
Nacional;;Índice;2017M02;88,386
Nacional;;Índice;2017M01;83,71
Nacional;;Índice;2016M12;85,701
Nacional;;Índice;2016M11;93,546
Nacional;;Índice;2016M10;88,667
Nacional;;Índice;2016M09;90,296
Nacional;;Índice;2016M08;69,407
Nacional;;Índice;2016M07;88,55
Nacional;;Índice;2016M06;93,406
Nacional;;Índice;2016M05;89,288
Nacional;;Índice;2016M04;88,431
Nacional;;Índice;2016M03;89,404
Nacional;;Índice;2016M02;84,518
Nacional;;Índice;2016M01;74,173
Nacional;;Índice;2015M12;83,735
Nacional;;Índice;2015M11;87,958
Nacional;;Índice;2015M10;89,328
Nacional;;Índice;2015M09;89,811
Nacional;;Índice;2015M08;65,153
Nacional;;Índice;2015M07;96,391
Nacional;;Índice;2015M06;94,031
Nacional;;Índice;2015M05;89,007
Nacional;;Índice;2015M04;84,511
Nacional;;Índice;2015M03;92,242
Nacional;;Índice;2015M02;81,965
Nacional;;Índice;2015M01;75,729
Nacional;;Índice;2014M12;81,308
Nacional;;Índice;2014M11;83,881
Nacional;;Índice;2014M10;91,369
Nacional;;Índice;2014M09;88,533
Nacional;;Índice;2014M08;65,109
Nacional;;Índice;2014M07;93,312
Nacional;;Índice;2014M06;88,68
Nacional;;Índice;2014M05;88,474
Nacional;;Índice;2014M04;85,455
Nacional;;Índice;2014M03;87,222
Nacional;;Índice;2014M02;81,24
Nacional;;Índice;2014M01;78,877
Nacional;;Índice;2013M12;79,569
Nacional;;Índice;2013M11;84,224
Nacional;;Índice;2013M10;90,693
Nacional;;Índice;2013M09;85,285
Nacional;;Índice;2013M08;66,255
Nacional;;Índice;2013M07;91,774
Nacional;;Índice;2013M06;85,148
Nacional;;Índice;2013M05;89,219
Nacional;;Índice;2013M04;86,953
Nacional;;Índice;2013M03;83,36
Nacional;;Índice;2013M02;81,303
Nacional;;Índice;2013M01;80,947
Nacional;;Índice;2012M12;79,609
Nacional;;Índice;2012M11;87,315
Nacional;;Índice;2012M10;92,878
Nacional;;Índice;2012M09;85,884
Nacional;;Índice;2012M08;73,074
Nacional;;Índice;2012M07;91,276
Nacional;;Índice;2012M06;89,075
Nacional;;Índice;2012M05;91,52
Nacional;;Índice;2012M04;82,215
Nacional;;Índice;2012M03;93,062
Nacional;;Índice;2012M02;87,726
Nacional;;Índice;2012M01;81,36
Nacional;;Índice;2011M12;83,46
Nacional;;Índice;2011M11;90,707
Nacional;;Índice;2011M10;88,343
Nacional;;Índice;2011M09;94,289
Nacional;;Índice;2011M08;70,387
Nacional;;Índice;2011M07;93,034
Nacional;;Índice;2011M06;95,265
Nacional;;Índice;2011M05;93,703
Nacional;;Índice;2011M04;86,349
Nacional;;Índice;2011M03;99,797
Nacional;;Índice;2011M02;86,131
Nacional;;Índice;2011M01;79,449
Nacional;;Índice;2010M12;85,229
Nacional;;Índice;2010M11;91,736
Nacional;;Índice;2010M10;87,829
Nacional;;Índice;2010M09;89,838
Nacional;;Índice;2010M08;64,395
Nacional;;Índice;2010M07;90,748
Nacional;;Índice;2010M06;92,443
Nacional;;Índice;2010M05;86,274
Nacional;;Índice;2010M04;82,492
Nacional;;Índice;2010M03;91,152
Nacional;;Índice;2010M02;78,805
Nacional;;Índice;2010M01;71,662
Nacional;;Índice;2009M12;80,033
Nacional;;Índice;2009M11;84,574
Nacional;;Índice;2009M10;86,592
Nacional;;Índice;2009M09;86,14
Nacional;;Índice;2009M08;61,33
Nacional;;Índice;2009M07;89,495
Nacional;;Índice;2009M06;85,519
Nacional;;Índice;2009M05;79,204
Nacional;;Índice;2009M04;78,029
Nacional;;Índice;2009M03;82,132
Nacional;;Índice;2009M02;74,171
Nacional;;Índice;2009M01;71,499
Nacional;;Índice;2008M12;82,347
Nacional;;Índice;2008M11;88,424
Nacional;;Índice;2008M10;103,327
Nacional;;Índice;2008M09;106,679
Nacional;;Índice;2008M08;75,629
Nacional;;Índice;2008M07;119,526
Nacional;;Índice;2008M06;108,129
Nacional;;Índice;2008M05;112,104
Nacional;;Índice;2008M04;115,049
Nacional;;Índice;2008M03;103,371
Nacional;;Índice;2008M02;107,905
Nacional;;Índice;2008M01;103,627
Nacional;;Índice;2007M12;97,831
Nacional;;Índice;2007M11;113,486
Nacional;;Índice;2007M10;116,587
Nacional;;Índice;2007M09;106,912
Nacional;;Índice;2007M08;79,913
Nacional;;Índice;2007M07;113,562
Nacional;;Índice;2007M06;112,946
Nacional;;Índice;2007M05;113,222
Nacional;;Índice;2007M04;97,705
Nacional;;Índice;2007M03;113,6
Nacional;;Índice;2007M02;99,735
Nacional;;Índice;2007M01;98,586
Nacional;;Índice;2006M12;96,191
Nacional;;Índice;2006M11;109,241
Nacional;;Índice;2006M10;106,437
Nacional;;Índice;2006M09;103,145
Nacional;;Índice;2006M08;75,711
Nacional;;Índice;2006M07;102,367
Nacional;;Índice;2006M06;110,051
Nacional;;Índice;2006M05;106,896
Nacional;;Índice;2006M04;90,459
Nacional;;Índice;2006M03;107,839
Nacional;;Índice;2006M02;91,924
Nacional;;Índice;2006M01;88,164
Nacional;;Índice;2005M12;92,219
Nacional;;Índice;2005M11;101,554
Nacional;;Índice;2005M10;95,131
Nacional;;Índice;2005M09;99,77
Nacional;;Índice;2005M08;68,719
Nacional;;Índice;2005M07;94,354
Nacional;;Índice;2005M06;99,026
Nacional;;Índice;2005M05;93,838
Nacional;;Índice;2005M04;95,341
Nacional;;Índice;2005M03;93,021
Nacional;;Índice;2005M02;86,284
Nacional;;Índice;2005M01;79,278
Nacional;;Índice;2004M12;84,882
Nacional;;Índice;2004M11;95,951
Nacional;;Índice;2004M10;92,286
Nacional;;Índice;2004M09;94,895
Nacional;;Índice;2004M08;63,027
Nacional;;Índice;2004M07;95,269
Nacional;;Índice;2004M06;95,559
Nacional;;Índice;2004M05;89,396
Nacional;;Índice;2004M04;85,563
Nacional;;Índice;2004M03;94,027
Nacional;;Índice;2004M02;82,28
Nacional;;Índice;2004M01;75,882
Nacional;;Índice;2003M12;81,309
Nacional;;Índice;2003M11;85,426
Nacional;;Índice;2003M10;93,844
Nacional;;Índice;2003M09;87,78
Nacional;;Índice;2003M08;56,339
Nacional;;Índice;2003M07;91,467
Nacional;;Índice;2003M06;84,914
Nacional;;Índice;2003M05;84,89
Nacional;;Índice;2003M04;82,14
Nacional;;Índice;2003M03;86,773
Nacional;;Índice;2003M02;80,789
Nacional;;Índice;2003M01;78,903
Nacional;;Índice;2002M12;76,424
Nacional;;Índice;2002M11;84,692
Nacional;;Índice;2002M10;91,873
Nacional;;Índice;2002M09;83,909
Nacional;;Índice;2002M08;57,475
Nacional;;Índice;2002M07;88,703
Nacional;;Índice;2002M06;80,864
Nacional;;Índice;2002M05;85,453
Nacional;;Índice;2002M04;85,525
Nacional;;Índice;2002M03;77,71
Nacional;;Índice;2002M02;78,156
Nacional;;Índice;2002M01;76,359
Nacional;;Variación mensual;2025M05;7,2
Nacional;;Variación mensual;2025M04;-7,3
Nacional;;Variación mensual;2025M03;5,7
Nacional;;Variación mensual;2025M02;5,6
Nacional;;Variación mensual;2025M01;-2,5
Nacional;;Variación mensual;2024M12;-6,9
Nacional;;Variación mensual;2024M11;-2,9
Nacional;;Variación mensual;2024M10;7,1
Nacional;;Variación mensual;2024M09;29,4
Nacional;;Variación mensual;2024M08;-26,6
Nacional;;Variación mensual;2024M07;3,8
Nacional;;Variación mensual;2024M06;-4,9
Nacional;;Variación mensual;2024M05;1,8
Nacional;;Variación mensual;2024M04;6,2
Nacional;;Variación mensual;2024M03;-0,7
Nacional;;Variación mensual;2024M02;5
Nacional;;Variación mensual;2024M01;4,6
Nacional;;Variación mensual;2023M12;-14,8
Nacional;;Variación mensual;2023M11;3,6
Nacional;;Variación mensual;2023M10;1
Nacional;;Variación mensual;2023M09;25,5
Nacional;;Variación mensual;2023M08;-19,1
Nacional;;Variación mensual;2023M07;-6,6
Nacional;;Variación mensual;2023M06;-1,1
Nacional;;Variación mensual;2023M05;17,5
Nacional;;Variación mensual;2023M04;-18,1
Nacional;;Variación mensual;2023M03;14,6
Nacional;;Variación mensual;2023M02;5
Nacional;;Variación mensual;2023M01;-5
Nacional;;Variación mensual;2022M12;-9,1
Nacional;;Variación mensual;2022M11;5,6
Nacional;;Variación mensual;2022M10;-4,7
Nacional;;Variación mensual;2022M09;24,6
Nacional;;Variación mensual;2022M08;-18,2
Nacional;;Variación mensual;2022M07;-7,9
Nacional;;Variación mensual;2022M06;3,4
Nacional;;Variación mensual;2022M05;10,9
Nacional;;Variación mensual;2022M04;-2,7
Nacional;;Variación mensual;2022M03;12,5
Nacional;;Variación mensual;2022M02;9,4
Nacional;;Variación mensual;2022M01;-6,7
Nacional;;Variación mensual;2021M12;-6,7
Nacional;;Variación mensual;2021M11;9,5
Nacional;;Variación mensual;2021M10;-1
Nacional;;Variación mensual;2021M09;31,1
Nacional;;Variación mensual;2021M08;-22,8
Nacional;;Variación mensual;2021M07;0,3
Nacional;;Variación mensual;2021M06;4
Nacional;;Variación mensual;2021M05;3
Nacional;;Variación mensual;2021M04;-9,6
Nacional;;Variación mensual;2021M03;18,8
Nacional;;Variación mensual;2021M02;10,4
Nacional;;Variación mensual;2021M01;-9,3
Nacional;;Variación mensual;2020M12;-6
Nacional;;Variación mensual;2020M11;-1,1
Nacional;;Variación mensual;2020M10;3,3
Nacional;;Variación mensual;2020M09;37,2
Nacional;;Variación mensual;2020M08;-27,3
Nacional;;Variación mensual;2020M07;8
Nacional;;Variación mensual;2020M06;23,8
Nacional;;Variación mensual;2020M05;22,6
Nacional;;Variación mensual;2020M04;-34,4
Nacional;;Variación mensual;2020M03;-7,8
Nacional;;Variación mensual;2020M02;4,8
Nacional;;Variación mensual;2020M01;-1,3
Nacional;;Variación mensual;2019M12;-6,4
Nacional;;Variación mensual;2019M11;-7,7
Nacional;;Variación mensual;2019M10;9,8
Nacional;;Variación mensual;2019M09;27,4
Nacional;;Variación mensual;2019M08;-27,9
Nacional;;Variación mensual;2019M07;7,1
Nacional;;Variación mensual;2019M06;-6,9
Nacional;;Variación mensual;2019M05;9,2
Nacional;;Variación mensual;2019M04;-4,9
Nacional;;Variación mensual;2019M03;7,8
Nacional;;Variación mensual;2019M02;2,6
Nacional;;Variación mensual;2019M01;5
Nacional;;Variación mensual;2018M12;-13,2
Nacional;;Variación mensual;2018M11;-4,9
Nacional;;Variación mensual;2018M10;10,9
Nacional;;Variación mensual;2018M09;21,3
Nacional;;Variación mensual;2018M08;-22,9
Nacional;;Variación mensual;2018M07;-1,3
Nacional;;Variación mensual;2018M06;-1,1
Nacional;;Variación mensual;2018M05;7,6
Nacional;;Variación mensual;2018M04;-0,9
Nacional;;Variación mensual;2018M03;7,7
Nacional;;Variación mensual;2018M02;-0,3
Nacional;;Variación mensual;2018M01;2,2
Nacional;;Variación mensual;2017M12;-10,5
Nacional;;Variación mensual;2017M11;2,1
Nacional;;Variación mensual;2017M10;2,2
Nacional;;Variación mensual;2017M09;29,1
Nacional;;Variación mensual;2017M08;-20,2
Nacional;;Variación mensual;2017M07;-6
Nacional;;Variación mensual;2017M06;-0,8
Nacional;;Variación mensual;2017M05;18,4
Nacional;;Variación mensual;2017M04;-17,8
Nacional;;Variación mensual;2017M03;16,7
Nacional;;Variación mensual;2017M02;5,6
Nacional;;Variación mensual;2017M01;-2,3
Nacional;;Variación mensual;2016M12;-8,4
Nacional;;Variación mensual;2016M11;5,5
Nacional;;Variación mensual;2016M10;-1,8
Nacional;;Variación mensual;2016M09;30,1
Nacional;;Variación mensual;2016M08;-21,6
Nacional;;Variación mensual;2016M07;-5,2
Nacional;;Variación mensual;2016M06;4,6
Nacional;;Variación mensual;2016M05;1
Nacional;;Variación mensual;2016M04;-1,1
Nacional;;Variación mensual;2016M03;5,8
Nacional;;Variación mensual;2016M02;13,9
Nacional;;Variación mensual;2016M01;-11,4
Nacional;;Variación mensual;2015M12;-4,8
Nacional;;Variación mensual;2015M11;-1,5
Nacional;;Variación mensual;2015M10;-0,5
Nacional;;Variación mensual;2015M09;37,8
Nacional;;Variación mensual;2015M08;-32,4
Nacional;;Variación mensual;2015M07;2,5
Nacional;;Variación mensual;2015M06;5,6
Nacional;;Variación mensual;2015M05;5,3
Nacional;;Variación mensual;2015M04;-8,4
Nacional;;Variación mensual;2015M03;12,5
Nacional;;Variación mensual;2015M02;8,2
Nacional;;Variación mensual;2015M01;-6,9
Nacional;;Variación mensual;2014M12;-3,1
Nacional;;Variación mensual;2014M11;-8,2
Nacional;;Variación mensual;2014M10;3,2
Nacional;;Variación mensual;2014M09;36
Nacional;;Variación mensual;2014M08;-30,2
Nacional;;Variación mensual;2014M07;5,2
Nacional;;Variación mensual;2014M06;0,2
Nacional;;Variación mensual;2014M05;3,5
Nacional;;Variación mensual;2014M04;-2
Nacional;;Variación mensual;2014M03;7,4
Nacional;;Variación mensual;2014M02;3
Nacional;;Variación mensual;2014M01;-0,9
Nacional;;Variación mensual;2013M12;-5,5
Nacional;;Variación mensual;2013M11;-7,1
Nacional;;Variación mensual;2013M10;6,3
Nacional;;Variación mensual;2013M09;28,7
Nacional;;Variación mensual;2013M08;-27,8
Nacional;;Variación mensual;2013M07;7,8
Nacional;;Variación mensual;2013M06;-4,6
Nacional;;Variación mensual;2013M05;2,6
Nacional;;Variación mensual;2013M04;4,3
Nacional;;Variación mensual;2013M03;2,5
Nacional;;Variación mensual;2013M02;0,4
Nacional;;Variación mensual;2013M01;1,7
Nacional;;Variación mensual;2012M12;-8,8
Nacional;;Variación mensual;2012M11;-6
Nacional;;Variación mensual;2012M10;8,1
Nacional;;Variación mensual;2012M09;17,5
Nacional;;Variación mensual;2012M08;-19,9
Nacional;;Variación mensual;2012M07;2,5
Nacional;;Variación mensual;2012M06;-2,7
Nacional;;Variación mensual;2012M05;11,3
Nacional;;Variación mensual;2012M04;-11,7
Nacional;;Variación mensual;2012M03;6,1
Nacional;;Variación mensual;2012M02;7,8
Nacional;;Variación mensual;2012M01;-2,5
Nacional;;Variación mensual;2011M12;-8
Nacional;;Variación mensual;2011M11;2,7
Nacional;;Variación mensual;2011M10;-6,3
Nacional;;Variación mensual;2011M09;34
Nacional;;Variación mensual;2011M08;-24,3
Nacional;;Variación mensual;2011M07;-2,3
Nacional;;Variación mensual;2011M06;1,7
Nacional;;Variación mensual;2011M05;8,5
Nacional;;Variación mensual;2011M04;-13,5
Nacional;;Variación mensual;2011M03;15,9
Nacional;;Variación mensual;2011M02;8,4
Nacional;;Variación mensual;2011M01;-6,8
Nacional;;Variación mensual;2010M12;-7,1
Nacional;;Variación mensual;2010M11;4,4
Nacional;;Variación mensual;2010M10;-2,2
Nacional;;Variación mensual;2010M09;39,5
Nacional;;Variación mensual;2010M08;-29
Nacional;;Variación mensual;2010M07;-1,8
Nacional;;Variación mensual;2010M06;7,1
Nacional;;Variación mensual;2010M05;4,6
Nacional;;Variación mensual;2010M04;-9,5
Nacional;;Variación mensual;2010M03;15,7
Nacional;;Variación mensual;2010M02;10
Nacional;;Variación mensual;2010M01;-10,5
Nacional;;Variación mensual;2009M12;-5,4
Nacional;;Variación mensual;2009M11;-2,3
Nacional;;Variación mensual;2009M10;0,5
Nacional;;Variación mensual;2009M09;40,5
Nacional;;Variación mensual;2009M08;-31,5
Nacional;;Variación mensual;2009M07;4,6
Nacional;;Variación mensual;2009M06;8
Nacional;;Variación mensual;2009M05;1,5
Nacional;;Variación mensual;2009M04;-5
Nacional;;Variación mensual;2009M03;10,7
Nacional;;Variación mensual;2009M02;3,7
Nacional;;Variación mensual;2009M01;-13,2
Nacional;;Variación mensual;2008M12;-6,9
Nacional;;Variación mensual;2008M11;-14,4
Nacional;;Variación mensual;2008M10;-3,1
Nacional;;Variación mensual;2008M09;41,1
Nacional;;Variación mensual;2008M08;-36,7
Nacional;;Variación mensual;2008M07;10,5
Nacional;;Variación mensual;2008M06;-3,5
Nacional;;Variación mensual;2008M05;-2,6
Nacional;;Variación mensual;2008M04;11,3
Nacional;;Variación mensual;2008M03;-4,2
Nacional;;Variación mensual;2008M02;4,1
Nacional;;Variación mensual;2008M01;5,9
Nacional;;Variación mensual;2007M12;-13,8
Nacional;;Variación mensual;2007M11;-2,7
Nacional;;Variación mensual;2007M10;9
Nacional;;Variación mensual;2007M09;33,8
Nacional;;Variación mensual;2007M08;-29,6
Nacional;;Variación mensual;2007M07;0,5
Nacional;;Variación mensual;2007M06;-0,2
Nacional;;Variación mensual;2007M05;15,9
Nacional;;Variación mensual;2007M04;-14
Nacional;;Variación mensual;2007M03;13,9
Nacional;;Variación mensual;2007M02;1,2
Nacional;;Variación mensual;2007M01;2,5
Nacional;;Variación mensual;2006M12;-11,9
Nacional;;Variación mensual;2006M11;2,6
Nacional;;Variación mensual;2006M10;3,2
Nacional;;Variación mensual;2006M09;36,2
Nacional;;Variación mensual;2006M08;-26
Nacional;;Variación mensual;2006M07;-7
Nacional;;Variación mensual;2006M06;3
Nacional;;Variación mensual;2006M05;18,2
Nacional;;Variación mensual;2006M04;-16,1
Nacional;;Variación mensual;2006M03;17,3
Nacional;;Variación mensual;2006M02;4,3
Nacional;;Variación mensual;2006M01;-4,4
Nacional;;Variación mensual;2005M12;-9,2
Nacional;;Variación mensual;2005M11;6,8
Nacional;;Variación mensual;2005M10;-4,7
Nacional;;Variación mensual;2005M09;45,2
Nacional;;Variación mensual;2005M08;-27,2
Nacional;;Variación mensual;2005M07;-4,7
Nacional;;Variación mensual;2005M06;5,5
Nacional;;Variación mensual;2005M05;-1,6
Nacional;;Variación mensual;2005M04;2,5
Nacional;;Variación mensual;2005M03;7,8
Nacional;;Variación mensual;2005M02;8,8
Nacional;;Variación mensual;2005M01;-6,6
Nacional;;Variación mensual;2004M12;-11,5
Nacional;;Variación mensual;2004M11;4
Nacional;;Variación mensual;2004M10;-2,7
Nacional;;Variación mensual;2004M09;50,6
Nacional;;Variación mensual;2004M08;-33,8
Nacional;;Variación mensual;2004M07;-0,3
Nacional;;Variación mensual;2004M06;6,9
Nacional;;Variación mensual;2004M05;4,5
Nacional;;Variación mensual;2004M04;-9
Nacional;;Variación mensual;2004M03;14,3
Nacional;;Variación mensual;2004M02;8,4
Nacional;;Variación mensual;2004M01;-6,7
Nacional;;Variación mensual;2003M12;-4,8
Nacional;;Variación mensual;2003M11;-9
Nacional;;Variación mensual;2003M10;6,9
Nacional;;Variación mensual;2003M09;55,8
Nacional;;Variación mensual;2003M08;-38,4
Nacional;;Variación mensual;2003M07;7,7
Nacional;;Variación mensual;2003M06;0
Nacional;;Variación mensual;2003M05;3,3
Nacional;;Variación mensual;2003M04;-5,3
Nacional;;Variación mensual;2003M03;7,4
Nacional;;Variación mensual;2003M02;2,4
Nacional;;Variación mensual;2003M01;3,2
Nacional;;Variación mensual;2002M12;-9,8
Nacional;;Variación mensual;2002M11;-7,8
Nacional;;Variación mensual;2002M10;9,5
Nacional;;Variación mensual;2002M09;46
Nacional;;Variación mensual;2002M08;-35,2
Nacional;;Variación mensual;2002M07;9,7
Nacional;;Variación mensual;2002M06;-5,4
Nacional;;Variación mensual;2002M05;-0,1
Nacional;;Variación mensual;2002M04;10,1
Nacional;;Variación mensual;2002M03;-0,6
Nacional;;Variación mensual;2002M02;2,4
Nacional;;Variación mensual;2002M01;..
Nacional;;Variación anual;2025M05;-1,9
Nacional;;Variación anual;2025M04;-6,8
Nacional;;Variación anual;2025M03;6,8
Nacional;;Variación anual;2025M02;0,3
Nacional;;Variación anual;2025M01;-0,2
Nacional;;Variación anual;2024M12;7,1
Nacional;;Variación anual;2024M11;-2
Nacional;;Variación anual;2024M10;4,6
Nacional;;Variación anual;2024M09;-1,4
Nacional;;Variación anual;2024M08;-4,3
Nacional;;Variación anual;2024M07;5,4
Nacional;;Variación anual;2024M06;-5,1
Nacional;;Variación anual;2024M05;-1,3
Nacional;;Variación anual;2024M04;13,9
Nacional;;Variación anual;2024M03;-12,2
Nacional;;Variación anual;2024M02;1,3
Nacional;;Variación anual;2024M01;1,3
Nacional;;Variación anual;2023M12;-8
Nacional;;Variación anual;2023M11;-1,9
Nacional;;Variación anual;2023M10;0
Nacional;;Variación anual;2023M09;-5,6
Nacional;;Variación anual;2023M08;-6,3
Nacional;;Variación anual;2023M07;-5,2
Nacional;;Variación anual;2023M06;-6,6
Nacional;;Variación anual;2023M05;-2,3
Nacional;;Variación anual;2023M04;-7,8
Nacional;;Variación anual;2023M03;9,7
Nacional;;Variación anual;2023M02;7,6
Nacional;;Variación anual;2023M01;12,1
Nacional;;Variación anual;2022M12;10,2
Nacional;;Variación anual;2022M11;13,1
Nacional;;Variación anual;2022M10;17,3
Nacional;;Variación anual;2022M09;21,8
Nacional;;Variación anual;2022M08;28,1
Nacional;;Variación anual;2022M07;20,8
Nacional;;Variación anual;2022M06;31,6
Nacional;;Variación anual;2022M05;32,4
Nacional;;Variación anual;2022M04;23
Nacional;;Variación anual;2022M03;14,2
Nacional;;Variación anual;2022M02;20,6
Nacional;;Variación anual;2022M01;21,7
Nacional;;Variación anual;2021M12;18,3
Nacional;;Variación anual;2021M11;19,1
Nacional;;Variación anual;2021M10;7,5
Nacional;;Variación anual;2021M09;12,1
Nacional;;Variación anual;2021M08;17,4
Nacional;;Variación anual;2021M07;10,6
Nacional;;Variación anual;2021M06;19
Nacional;;Variación anual;2021M05;41,6
Nacional;;Variación anual;2021M04;68,6
Nacional;;Variación anual;2021M03;22,2
Nacional;;Variación anual;2021M02;-5,2
Nacional;;Variación anual;2021M01;-10
Nacional;;Variación anual;2020M12;-2
Nacional;;Variación anual;2020M11;-2,3
Nacional;;Variación anual;2020M10;-8,8
Nacional;;Variación anual;2020M09;-3,1
Nacional;;Variación anual;2020M08;-10
Nacional;;Variación anual;2020M07;-10,7
Nacional;;Variación anual;2020M06;-11,4
Nacional;;Variación anual;2020M05;-33,3
Nacional;;Variación anual;2020M04;-40,7
Nacional;;Variación anual;2020M03;-13,9
Nacional;;Variación anual;2020M02;0,7
Nacional;;Variación anual;2020M01;-1,5
Nacional;;Variación anual;2019M12;4,8
Nacional;;Variación anual;2019M11;-2,8
Nacional;;Variación anual;2019M10;0,2
Nacional;;Variación anual;2019M09;1,2
Nacional;;Variación anual;2019M08;-3,6
Nacional;;Variación anual;2019M07;3
Nacional;;Variación anual;2019M06;-5,2
Nacional;;Variación anual;2019M05;0,7
Nacional;;Variación anual;2019M04;-0,8
Nacional;;Variación anual;2019M03;3,4
Nacional;;Variación anual;2019M02;3,4
Nacional;;Variación anual;2019M01;0,5
Nacional;;Variación anual;2018M12;-2,2
Nacional;;Variación anual;2018M11;0,7
Nacional;;Variación anual;2018M10;8,2
Nacional;;Variación anual;2018M09;-0,2
Nacional;;Variación anual;2018M08;6,2
Nacional;;Variación anual;2018M07;9,9
Nacional;;Variación anual;2018M06;4,8
Nacional;;Variación anual;2018M05;5,1
Nacional;;Variación anual;2018M04;15,7
Nacional;;Variación anual;2018M03;-4,1
Nacional;;Variación anual;2018M02;3,9
Nacional;;Variación anual;2018M01;10
Nacional;;Variación anual;2017M12;5,1
Nacional;;Variación anual;2017M11;7,7
Nacional;;Variación anual;2017M10;11,2
Nacional;;Variación anual;2017M09;6,8
Nacional;;Variación anual;2017M08;7,7
Nacional;;Variación anual;2017M07;5,7
Nacional;;Variación anual;2017M06;6,5
Nacional;;Variación anual;2017M05;12,4
Nacional;;Variación anual;2017M04;-4,1
Nacional;;Variación anual;2017M03;15,4
Nacional;;Variación anual;2017M02;4,6
Nacional;;Variación anual;2017M01;12,9
Nacional;;Variación anual;2016M12;2,3
Nacional;;Variación anual;2016M11;6,4
Nacional;;Variación anual;2016M10;-0,7
Nacional;;Variación anual;2016M09;0,5
Nacional;;Variación anual;2016M08;6,5
Nacional;;Variación anual;2016M07;-8,1
Nacional;;Variación anual;2016M06;-0,7
Nacional;;Variación anual;2016M05;0,3
Nacional;;Variación anual;2016M04;4,6
Nacional;;Variación anual;2016M03;-3,1
