Región Geográfica;Comunidades y Ciudades Autónomas;Índice y tasas;Periodo;Total
Nacional;05 Canarias;Índice;2004M07;
Nacional;05 Canarias;Índice;2004M06;
Nacional;05 Canarias;Índice;2004M05;
Nacional;05 Canarias;Índice;2004M04;
Nacional;05 Canarias;Índice;2004M03;
Nacional;05 Canarias;Índice;2004M02;
Nacional;05 Canarias;Índice;2004M01;
Nacional;05 Canarias;Índice;2003M12;
Nacional;05 Canarias;Índice;2003M11;
Nacional;05 Canarias;Índice;2003M10;
Nacional;05 Canarias;Índice;2003M09;
Nacional;05 Canarias;Índice;2003M08;
Nacional;05 Canarias;Índice;2003M07;
Nacional;05 Canarias;Índice;2003M06;
Nacional;05 Canarias;Índice;2003M05;
Nacional;05 Canarias;Índice;2003M04;
Nacional;05 Canarias;Índice;2003M03;
Nacional;05 Canarias;Índice;2003M02;
Nacional;05 Canarias;Índice;2003M01;
Nacional;05 Canarias;Índice;2002M12;
Nacional;05 Canarias;Índice;2002M11;
Nacional;05 Canarias;Índice;2002M10;
Nacional;05 Canarias;Índice;2002M09;
Nacional;05 Canarias;Índice;2002M08;
Nacional;05 Canarias;Índice;2002M07;
Nacional;05 Canarias;Índice;2002M06;
Nacional;05 Canarias;Índice;2002M05;
Nacional;05 Canarias;Índice;2002M04;
Nacional;05 Canarias;Índice;2002M03;
Nacional;05 Canarias;Índice;2002M02;
Nacional;05 Canarias;Índice;2002M01;
Nacional;05 Canarias;Variación mensual;2025M05;-1,7
Nacional;05 Canarias;Variación mensual;2025M04;0,9
Nacional;05 Canarias;Variación mensual;2025M03;3,3
Nacional;05 Canarias;Variación mensual;2025M02;6,7
Nacional;05 Canarias;Variación mensual;2025M01;-24,8
Nacional;05 Canarias;Variación mensual;2024M12;17,3
Nacional;05 Canarias;Variación mensual;2024M11;-4,7
Nacional;05 Canarias;Variación mensual;2024M10;9,2
Nacional;05 Canarias;Variación mensual;2024M09;-4,5
Nacional;05 Canarias;Variación mensual;2024M08;-2,1
Nacional;05 Canarias;Variación mensual;2024M07;9,1
Nacional;05 Canarias;Variación mensual;2024M06;-9,3
Nacional;05 Canarias;Variación mensual;2024M05;2,5
Nacional;05 Canarias;Variación mensual;2024M04;-0,9
Nacional;05 Canarias;Variación mensual;2024M03;7,4
Nacional;05 Canarias;Variación mensual;2024M02;9,4
Nacional;05 Canarias;Variación mensual;2024M01;-16,9
Nacional;05 Canarias;Variación mensual;2023M12;0,1
Nacional;05 Canarias;Variación mensual;2023M11;3,4
Nacional;05 Canarias;Variación mensual;2023M10;4,4
Nacional;05 Canarias;Variación mensual;2023M09;-3,1
Nacional;05 Canarias;Variación mensual;2023M08;1
Nacional;05 Canarias;Variación mensual;2023M07;-3,4
Nacional;05 Canarias;Variación mensual;2023M06;4,4
Nacional;05 Canarias;Variación mensual;2023M05;9,7
Nacional;05 Canarias;Variación mensual;2023M04;-15,7
Nacional;05 Canarias;Variación mensual;2023M03;18,7
Nacional;05 Canarias;Variación mensual;2023M02;3
Nacional;05 Canarias;Variación mensual;2023M01;-22,4
Nacional;05 Canarias;Variación mensual;2022M12;4,7
Nacional;05 Canarias;Variación mensual;2022M11;17,7
Nacional;05 Canarias;Variación mensual;2022M10;-5,5
Nacional;05 Canarias;Variación mensual;2022M09;5,6
Nacional;05 Canarias;Variación mensual;2022M08;0
Nacional;05 Canarias;Variación mensual;2022M07;-0,3
Nacional;05 Canarias;Variación mensual;2022M06;-2,2
Nacional;05 Canarias;Variación mensual;2022M05;11,8
Nacional;05 Canarias;Variación mensual;2022M04;-14,8
Nacional;05 Canarias;Variación mensual;2022M03;14,5
Nacional;05 Canarias;Variación mensual;2022M02;28,9
Nacional;05 Canarias;Variación mensual;2022M01;-23,6
Nacional;05 Canarias;Variación mensual;2021M12;-3,4
Nacional;05 Canarias;Variación mensual;2021M11;11,1
Nacional;05 Canarias;Variación mensual;2021M10;1
Nacional;05 Canarias;Variación mensual;2021M09;4,9
Nacional;05 Canarias;Variación mensual;2021M08;0,8
Nacional;05 Canarias;Variación mensual;2021M07;-9,5
Nacional;05 Canarias;Variación mensual;2021M06;11,2
Nacional;05 Canarias;Variación mensual;2021M05;12
Nacional;05 Canarias;Variación mensual;2021M04;-7,1
Nacional;05 Canarias;Variación mensual;2021M03;16,6
Nacional;05 Canarias;Variación mensual;2021M02;12
Nacional;05 Canarias;Variación mensual;2021M01;-23,8
Nacional;05 Canarias;Variación mensual;2020M12;3,5
Nacional;05 Canarias;Variación mensual;2020M11;3,2
Nacional;05 Canarias;Variación mensual;2020M10;8,1
Nacional;05 Canarias;Variación mensual;2020M09;-5,8
Nacional;05 Canarias;Variación mensual;2020M08;-10,1
Nacional;05 Canarias;Variación mensual;2020M07;17,3
Nacional;05 Canarias;Variación mensual;2020M06;7,3
Nacional;05 Canarias;Variación mensual;2020M05;13,7
Nacional;05 Canarias;Variación mensual;2020M04;-28,8
Nacional;05 Canarias;Variación mensual;2020M03;-1,8
Nacional;05 Canarias;Variación mensual;2020M02;-0,9
Nacional;05 Canarias;Variación mensual;2020M01;-15,3
Nacional;05 Canarias;Variación mensual;2019M12;5,3
Nacional;05 Canarias;Variación mensual;2019M11;-3,7
Nacional;05 Canarias;Variación mensual;2019M10;10,5
Nacional;05 Canarias;Variación mensual;2019M09;-3,6
Nacional;05 Canarias;Variación mensual;2019M08;-2,9
Nacional;05 Canarias;Variación mensual;2019M07;8,9
Nacional;05 Canarias;Variación mensual;2019M06;-8,1
Nacional;05 Canarias;Variación mensual;2019M05;0,8
Nacional;05 Canarias;Variación mensual;2019M04;2,9
Nacional;05 Canarias;Variación mensual;2019M03;8,1
Nacional;05 Canarias;Variación mensual;2019M02;0
Nacional;05 Canarias;Variación mensual;2019M01;-20,8
Nacional;05 Canarias;Variación mensual;2018M12;10,7
Nacional;05 Canarias;Variación mensual;2018M11;-3,3
Nacional;05 Canarias;Variación mensual;2018M10;15,6
Nacional;05 Canarias;Variación mensual;2018M09;-8,6
Nacional;05 Canarias;Variación mensual;2018M08;-2,6
Nacional;05 Canarias;Variación mensual;2018M07;6,4
Nacional;05 Canarias;Variación mensual;2018M06;-2
Nacional;05 Canarias;Variación mensual;2018M05;7,9
Nacional;05 Canarias;Variación mensual;2018M04;1,7
Nacional;05 Canarias;Variación mensual;2018M03;4,4
Nacional;05 Canarias;Variación mensual;2018M02;-5
Nacional;05 Canarias;Variación mensual;2018M01;-16,5
Nacional;05 Canarias;Variación mensual;2017M12;-3
Nacional;05 Canarias;Variación mensual;2017M11;4,8
Nacional;05 Canarias;Variación mensual;2017M10;12,2
Nacional;05 Canarias;Variación mensual;2017M09;-9,9
Nacional;05 Canarias;Variación mensual;2017M08;8,6
Nacional;05 Canarias;Variación mensual;2017M07;-1,7
Nacional;05 Canarias;Variación mensual;2017M06;-0,2
Nacional;05 Canarias;Variación mensual;2017M05;2,5
Nacional;05 Canarias;Variación mensual;2017M04;-5
Nacional;05 Canarias;Variación mensual;2017M03;21,4
Nacional;05 Canarias;Variación mensual;2017M02;-0,3
Nacional;05 Canarias;Variación mensual;2017M01;-19,7
Nacional;05 Canarias;Variación mensual;2016M12;6,2
Nacional;05 Canarias;Variación mensual;2016M11;2,3
Nacional;05 Canarias;Variación mensual;2016M10;1,4
Nacional;05 Canarias;Variación mensual;2016M09;0,6
Nacional;05 Canarias;Variación mensual;2016M08;-1,7
Nacional;05 Canarias;Variación mensual;2016M07;1,7
Nacional;05 Canarias;Variación mensual;2016M06;1,9
Nacional;05 Canarias;Variación mensual;2016M05;-0,7
Nacional;05 Canarias;Variación mensual;2016M04;-0,2
Nacional;05 Canarias;Variación mensual;2016M03;9,4
Nacional;05 Canarias;Variación mensual;2016M02;4,7
Nacional;05 Canarias;Variación mensual;2016M01;-22,9
Nacional;05 Canarias;Variación mensual;2015M12;7,2
Nacional;05 Canarias;Variación mensual;2015M11;2,4
Nacional;05 Canarias;Variación mensual;2015M10;-0,6
Nacional;05 Canarias;Variación mensual;2015M09;2,8
Nacional;05 Canarias;Variación mensual;2015M08;-7,7
Nacional;05 Canarias;Variación mensual;2015M07;6,4
Nacional;05 Canarias;Variación mensual;2015M06;2,9
Nacional;05 Canarias;Variación mensual;2015M05;3
Nacional;05 Canarias;Variación mensual;2015M04;-12
Nacional;05 Canarias;Variación mensual;2015M03;19,9
Nacional;05 Canarias;Variación mensual;2015M02;-4,8
Nacional;05 Canarias;Variación mensual;2015M01;-41,7
Nacional;05 Canarias;Variación mensual;2014M12;23,2
Nacional;05 Canarias;Variación mensual;2014M11;-9,7
Nacional;05 Canarias;Variación mensual;2014M10;5,3
Nacional;05 Canarias;Variación mensual;2014M09;0,6
Nacional;05 Canarias;Variación mensual;2014M08;-8
Nacional;05 Canarias;Variación mensual;2014M07;7,6
Nacional;05 Canarias;Variación mensual;2014M06;-5,4
Nacional;05 Canarias;Variación mensual;2014M05;4,6
Nacional;05 Canarias;Variación mensual;2014M04;5,2
Nacional;05 Canarias;Variación mensual;2014M03;5,6
Nacional;05 Canarias;Variación mensual;2014M02;-4,6
Nacional;05 Canarias;Variación mensual;2014M01;-33,8
Nacional;05 Canarias;Variación mensual;2013M12;8,1
Nacional;05 Canarias;Variación mensual;2013M11;-7,8
Nacional;05 Canarias;Variación mensual;2013M10;8
Nacional;05 Canarias;Variación mensual;2013M09;-2,9
Nacional;05 Canarias;Variación mensual;2013M08;-5,6
Nacional;05 Canarias;Variación mensual;2013M07;8,5
Nacional;05 Canarias;Variación mensual;2013M06;-5
Nacional;05 Canarias;Variación mensual;2013M05;-3,6
Nacional;05 Canarias;Variación mensual;2013M04;6,2
Nacional;05 Canarias;Variación mensual;2013M03;7,4
Nacional;05 Canarias;Variación mensual;2013M02;-5,1
Nacional;05 Canarias;Variación mensual;2013M01;-8,7
Nacional;05 Canarias;Variación mensual;2012M12;9,3
Nacional;05 Canarias;Variación mensual;2012M11;-15
Nacional;05 Canarias;Variación mensual;2012M10;4,7
Nacional;05 Canarias;Variación mensual;2012M09;-9,1
Nacional;05 Canarias;Variación mensual;2012M08;7,2
Nacional;05 Canarias;Variación mensual;2012M07;3,5
Nacional;05 Canarias;Variación mensual;2012M06;1,8
Nacional;05 Canarias;Variación mensual;2012M05;3,5
Nacional;05 Canarias;Variación mensual;2012M04;-9,2
Nacional;05 Canarias;Variación mensual;2012M03;9,7
Nacional;05 Canarias;Variación mensual;2012M02;0,7
Nacional;05 Canarias;Variación mensual;2012M01;-11,2
Nacional;05 Canarias;Variación mensual;2011M12;5,9
Nacional;05 Canarias;Variación mensual;2011M11;-3,3
Nacional;05 Canarias;Variación mensual;2011M10;6,7
Nacional;05 Canarias;Variación mensual;2011M09;-3,2
Nacional;05 Canarias;Variación mensual;2011M08;-0,6
Nacional;05 Canarias;Variación mensual;2011M07;1
Nacional;05 Canarias;Variación mensual;2011M06;1,1
Nacional;05 Canarias;Variación mensual;2011M05;4
Nacional;05 Canarias;Variación mensual;2011M04;-4,7
Nacional;05 Canarias;Variación mensual;2011M03;9,5
Nacional;05 Canarias;Variación mensual;2011M02;9,7
Nacional;05 Canarias;Variación mensual;2011M01;-15,6
Nacional;05 Canarias;Variación mensual;2010M12;6,5
Nacional;05 Canarias;Variación mensual;2010M11;7,6
Nacional;05 Canarias;Variación mensual;2010M10;-5,3
Nacional;05 Canarias;Variación mensual;2010M09;6,3
Nacional;05 Canarias;Variación mensual;2010M08;-11,7
Nacional;05 Canarias;Variación mensual;2010M07;8,7
Nacional;05 Canarias;Variación mensual;2010M06;8,3
Nacional;05 Canarias;Variación mensual;2010M05;1
Nacional;05 Canarias;Variación mensual;2010M04;-12,3
Nacional;05 Canarias;Variación mensual;2010M03;19,7
Nacional;05 Canarias;Variación mensual;2010M02;0,3
Nacional;05 Canarias;Variación mensual;2010M01;..
Nacional;05 Canarias;Variación mensual;2009M12;
Nacional;05 Canarias;Variación mensual;2009M11;
Nacional;05 Canarias;Variación mensual;2009M10;
Nacional;05 Canarias;Variación mensual;2009M09;
Nacional;05 Canarias;Variación mensual;2009M08;
Nacional;05 Canarias;Variación mensual;2009M07;
Nacional;05 Canarias;Variación mensual;2009M06;
Nacional;05 Canarias;Variación mensual;2009M05;
Nacional;05 Canarias;Variación mensual;2009M04;
Nacional;05 Canarias;Variación mensual;2009M03;
Nacional;05 Canarias;Variación mensual;2009M02;
Nacional;05 Canarias;Variación mensual;2009M01;
Nacional;05 Canarias;Variación mensual;2008M12;
Nacional;05 Canarias;Variación mensual;2008M11;
Nacional;05 Canarias;Variación mensual;2008M10;
Nacional;05 Canarias;Variación mensual;2008M09;
Nacional;05 Canarias;Variación mensual;2008M08;
Nacional;05 Canarias;Variación mensual;2008M07;
Nacional;05 Canarias;Variación mensual;2008M06;
Nacional;05 Canarias;Variación mensual;2008M05;
Nacional;05 Canarias;Variación mensual;2008M04;
Nacional;05 Canarias;Variación mensual;2008M03;
Nacional;05 Canarias;Variación mensual;2008M02;
Nacional;05 Canarias;Variación mensual;2008M01;
Nacional;05 Canarias;Variación mensual;2007M12;
Nacional;05 Canarias;Variación mensual;2007M11;
Nacional;05 Canarias;Variación mensual;2007M10;
Nacional;05 Canarias;Variación mensual;2007M09;
Nacional;05 Canarias;Variación mensual;2007M08;
Nacional;05 Canarias;Variación mensual;2007M07;
Nacional;05 Canarias;Variación mensual;2007M06;
Nacional;05 Canarias;Variación mensual;2007M05;
Nacional;05 Canarias;Variación mensual;2007M04;
Nacional;05 Canarias;Variación mensual;2007M03;
Nacional;05 Canarias;Variación mensual;2007M02;
Nacional;05 Canarias;Variación mensual;2007M01;
Nacional;05 Canarias;Variación mensual;2006M12;
Nacional;05 Canarias;Variación mensual;2006M11;
Nacional;05 Canarias;Variación mensual;2006M10;
Nacional;05 Canarias;Variación mensual;2006M09;
Nacional;05 Canarias;Variación mensual;2006M08;
Nacional;05 Canarias;Variación mensual;2006M07;
Nacional;05 Canarias;Variación mensual;2006M06;
Nacional;05 Canarias;Variación mensual;2006M05;
Nacional;05 Canarias;Variación mensual;2006M04;
Nacional;05 Canarias;Variación mensual;2006M03;
Nacional;05 Canarias;Variación mensual;2006M02;
Nacional;05 Canarias;Variación mensual;2006M01;
Nacional;05 Canarias;Variación mensual;2005M12;
Nacional;05 Canarias;Variación mensual;2005M11;
Nacional;05 Canarias;Variación mensual;2005M10;
Nacional;05 Canarias;Variación mensual;2005M09;
Nacional;05 Canarias;Variación mensual;2005M08;
Nacional;05 Canarias;Variación mensual;2005M07;
Nacional;05 Canarias;Variación mensual;2005M06;
Nacional;05 Canarias;Variación mensual;2005M05;
Nacional;05 Canarias;Variación mensual;2005M04;
Nacional;05 Canarias;Variación mensual;2005M03;
Nacional;05 Canarias;Variación mensual;2005M02;
Nacional;05 Canarias;Variación mensual;2005M01;
Nacional;05 Canarias;Variación mensual;2004M12;
Nacional;05 Canarias;Variación mensual;2004M11;
Nacional;05 Canarias;Variación mensual;2004M10;
Nacional;05 Canarias;Variación mensual;2004M09;
Nacional;05 Canarias;Variación mensual;2004M08;
Nacional;05 Canarias;Variación mensual;2004M07;
Nacional;05 Canarias;Variación mensual;2004M06;
Nacional;05 Canarias;Variación mensual;2004M05;
Nacional;05 Canarias;Variación mensual;2004M04;
Nacional;05 Canarias;Variación mensual;2004M03;
Nacional;05 Canarias;Variación mensual;2004M02;
Nacional;05 Canarias;Variación mensual;2004M01;
Nacional;05 Canarias;Variación mensual;2003M12;
Nacional;05 Canarias;Variación mensual;2003M11;
Nacional;05 Canarias;Variación mensual;2003M10;
Nacional;05 Canarias;Variación mensual;2003M09;
Nacional;05 Canarias;Variación mensual;2003M08;
Nacional;05 Canarias;Variación mensual;2003M07;
Nacional;05 Canarias;Variación mensual;2003M06;
Nacional;05 Canarias;Variación mensual;2003M05;
Nacional;05 Canarias;Variación mensual;2003M04;
Nacional;05 Canarias;Variación mensual;2003M03;
Nacional;05 Canarias;Variación mensual;2003M02;
Nacional;05 Canarias;Variación mensual;2003M01;
Nacional;05 Canarias;Variación mensual;2002M12;
Nacional;05 Canarias;Variación mensual;2002M11;
Nacional;05 Canarias;Variación mensual;2002M10;
Nacional;05 Canarias;Variación mensual;2002M09;
Nacional;05 Canarias;Variación mensual;2002M08;
Nacional;05 Canarias;Variación mensual;2002M07;
Nacional;05 Canarias;Variación mensual;2002M06;
Nacional;05 Canarias;Variación mensual;2002M05;
Nacional;05 Canarias;Variación mensual;2002M04;
Nacional;05 Canarias;Variación mensual;2002M03;
Nacional;05 Canarias;Variación mensual;2002M02;
Nacional;05 Canarias;Variación mensual;2002M01;
Nacional;05 Canarias;Variación anual;2025M05;-7,2
Nacional;05 Canarias;Variación anual;2025M04;-3,3
Nacional;05 Canarias;Variación anual;2025M03;-5
Nacional;05 Canarias;Variación anual;2025M02;-1,2
Nacional;05 Canarias;Variación anual;2025M01;1,3
Nacional;05 Canarias;Variación anual;2024M12;12
Nacional;05 Canarias;Variación anual;2024M11;-4,4
Nacional;05 Canarias;Variación anual;2024M10;3,7
Nacional;05 Canarias;Variación anual;2024M09;-0,8
Nacional;05 Canarias;Variación anual;2024M08;0,7
Nacional;05 Canarias;Variación anual;2024M07;3,9
Nacional;05 Canarias;Variación anual;2024M06;-7,9
Nacional;05 Canarias;Variación anual;2024M05;6
Nacional;05 Canarias;Variación anual;2024M04;13,5
Nacional;05 Canarias;Variación anual;2024M03;-3,5
Nacional;05 Canarias;Variación anual;2024M02;6,6
Nacional;05 Canarias;Variación anual;2024M01;0,4
Nacional;05 Canarias;Variación anual;2023M12;-6,3
Nacional;05 Canarias;Variación anual;2023M11;-2
Nacional;05 Canarias;Variación anual;2023M10;11,6
Nacional;05 Canarias;Variación anual;2023M09;1
Nacional;05 Canarias;Variación anual;2023M08;10,1
Nacional;05 Canarias;Variación anual;2023M07;9
Nacional;05 Canarias;Variación anual;2023M06;12,4
Nacional;05 Canarias;Variación anual;2023M05;5,3
Nacional;05 Canarias;Variación anual;2023M04;7,2
Nacional;05 Canarias;Variación anual;2023M03;8,4
Nacional;05 Canarias;Variación anual;2023M02;4,6
Nacional;05 Canarias;Variación anual;2023M01;30,9
Nacional;05 Canarias;Variación anual;2022M12;28,9
Nacional;05 Canarias;Variación anual;2022M11;18,9
Nacional;05 Canarias;Variación anual;2022M10;12,1
Nacional;05 Canarias;Variación anual;2022M09;19,7
Nacional;05 Canarias;Variación anual;2022M08;19
Nacional;05 Canarias;Variación anual;2022M07;19,9
Nacional;05 Canarias;Variación anual;2022M06;8,9
Nacional;05 Canarias;Variación anual;2022M05;23,8
Nacional;05 Canarias;Variación anual;2022M04;24,1
Nacional;05 Canarias;Variación anual;2022M03;35,3
Nacional;05 Canarias;Variación anual;2022M02;37,8
Nacional;05 Canarias;Variación anual;2022M01;19,7
Nacional;05 Canarias;Variación anual;2021M12;19,4
Nacional;05 Canarias;Variación anual;2021M11;28
Nacional;05 Canarias;Variación anual;2021M10;18,9
Nacional;05 Canarias;Variación anual;2021M09;27,3
Nacional;05 Canarias;Variación anual;2021M08;14,3
Nacional;05 Canarias;Variación anual;2021M07;1,9
Nacional;05 Canarias;Variación anual;2021M06;32,1
Nacional;05 Canarias;Variación anual;2021M05;27,5
Nacional;05 Canarias;Variación anual;2021M04;29,4
Nacional;05 Canarias;Variación anual;2021M03;-0,8
Nacional;05 Canarias;Variación anual;2021M02;-16,5
Nacional;05 Canarias;Variación anual;2021M01;-26,1
Nacional;05 Canarias;Variación anual;2020M12;-17,9
Nacional;05 Canarias;Variación anual;2020M11;-16,5
Nacional;05 Canarias;Variación anual;2020M10;-22,1
Nacional;05 Canarias;Variación anual;2020M09;-20,3
Nacional;05 Canarias;Variación anual;2020M08;-18,5
Nacional;05 Canarias;Variación anual;2020M07;-12
Nacional;05 Canarias;Variación anual;2020M06;-18,3
Nacional;05 Canarias;Variación anual;2020M05;-30
Nacional;05 Canarias;Variación anual;2020M04;-37,9
Nacional;05 Canarias;Variación anual;2020M03;-10,3
Nacional;05 Canarias;Variación anual;2020M02;-1,2
Nacional;05 Canarias;Variación anual;2020M01;-0,3
Nacional;05 Canarias;Variación anual;2019M12;-6,7
Nacional;05 Canarias;Variación anual;2019M11;-1,9
Nacional;05 Canarias;Variación anual;2019M10;-1,5
Nacional;05 Canarias;Variación anual;2019M09;3
Nacional;05 Canarias;Variación anual;2019M08;-2,3
Nacional;05 Canarias;Variación anual;2019M07;-2
Nacional;05 Canarias;Variación anual;2019M06;-4,3
Nacional;05 Canarias;Variación anual;2019M05;2,1
Nacional;05 Canarias;Variación anual;2019M04;9,2
Nacional;05 Canarias;Variación anual;2019M03;7,9
Nacional;05 Canarias;Variación anual;2019M02;4,2
Nacional;05 Canarias;Variación anual;2019M01;-1
Nacional;05 Canarias;Variación anual;2018M12;4,4
Nacional;05 Canarias;Variación anual;2018M11;-8,5
Nacional;05 Canarias;Variación anual;2018M10;-0,9
Nacional;05 Canarias;Variación anual;2018M09;-3,8
Nacional;05 Canarias;Variación anual;2018M08;-5,1
Nacional;05 Canarias;Variación anual;2018M07;5,8
Nacional;05 Canarias;Variación anual;2018M06;-2,2
Nacional;05 Canarias;Variación anual;2018M05;-0,5
Nacional;05 Canarias;Variación anual;2018M04;-5,4
Nacional;05 Canarias;Variación anual;2018M03;-11,7
Nacional;05 Canarias;Variación anual;2018M02;2,7
Nacional;05 Canarias;Variación anual;2018M01;7,8
Nacional;05 Canarias;Variación anual;2017M12;3,6
Nacional;05 Canarias;Variación anual;2017M11;13,4
Nacional;05 Canarias;Variación anual;2017M10;10,7
Nacional;05 Canarias;Variación anual;2017M09;0
Nacional;05 Canarias;Variación anual;2017M08;11,7
Nacional;05 Canarias;Variación anual;2017M07;1,1
Nacional;05 Canarias;Variación anual;2017M06;4,6
Nacional;05 Canarias;Variación anual;2017M05;6,9
Nacional;05 Canarias;Variación anual;2017M04;3,6
Nacional;05 Canarias;Variación anual;2017M03;8,8
Nacional;05 Canarias;Variación anual;2017M02;-2
Nacional;05 Canarias;Variación anual;2017M01;3
Nacional;05 Canarias;Variación anual;2016M12;-1,1
Nacional;05 Canarias;Variación anual;2016M11;-0,1
Nacional;05 Canarias;Variación anual;2016M10;0
Nacional;05 Canarias;Variación anual;2016M09;-2
Nacional;05 Canarias;Variación anual;2016M08;0,2
Nacional;05 Canarias;Variación anual;2016M07;-5,9
Nacional;05 Canarias;Variación anual;2016M06;-1,6
Nacional;05 Canarias;Variación anual;2016M05;-0,7
Nacional;05 Canarias;Variación anual;2016M04;3
Nacional;05 Canarias;Variación anual;2016M03;-9,1
Nacional;05 Canarias;Variación anual;2016M02;-0,3
Nacional;05 Canarias;Variación anual;2016M01;-9,4
Nacional;05 Canarias;Variación anual;2015M12;-31,5
Nacional;05 Canarias;Variación anual;2015M11;-21,3
Nacional;05 Canarias;Variación anual;2015M10;-30,5
Nacional;05 Canarias;Variación anual;2015M09;-26,4
Nacional;05 Canarias;Variación anual;2015M08;-28
Nacional;05 Canarias;Variación anual;2015M07;-28,2
Nacional;05 Canarias;Variación anual;2015M06;-27,4
Nacional;05 Canarias;Variación anual;2015M05;-33,2
Nacional;05 Canarias;Variación anual;2015M04;-32,2
Nacional;05 Canarias;Variación anual;2015M03;-19
Nacional;05 Canarias;Variación anual;2015M02;-28,7
Nacional;05 Canarias;Variación anual;2015M01;-28,5
Nacional;05 Canarias;Variación anual;2014M12;-18,9
Nacional;05 Canarias;Variación anual;2014M11;-28,8
Nacional;05 Canarias;Variación anual;2014M10;-27,4
Nacional;05 Canarias;Variación anual;2014M09;-25,5
Nacional;05 Canarias;Variación anual;2014M08;-28,1
Nacional;05 Canarias;Variación anual;2014M07;-26,2
Nacional;05 Canarias;Variación anual;2014M06;-25,6
Nacional;05 Canarias;Variación anual;2014M05;-25,4
Nacional;05 Canarias;Variación anual;2014M04;-31,2
Nacional;05 Canarias;Variación anual;2014M03;-30,6
Nacional;05 Canarias;Variación anual;2014M02;-29,5
Nacional;05 Canarias;Variación anual;2014M01;-29,8
Nacional;05 Canarias;Variación anual;2013M12;-3,2
Nacional;05 Canarias;Variación anual;2013M11;-2,1
Nacional;05 Canarias;Variación anual;2013M10;-9,8
Nacional;05 Canarias;Variación anual;2013M09;-12,5
Nacional;05 Canarias;Variación anual;2013M08;-18,1
Nacional;05 Canarias;Variación anual;2013M07;-7
Nacional;05 Canarias;Variación anual;2013M06;-11,3
Nacional;05 Canarias;Variación anual;2013M05;-4,9
Nacional;05 Canarias;Variación anual;2013M04;2
Nacional;05 Canarias;Variación anual;2013M03;-12,7
Nacional;05 Canarias;Variación anual;2013M02;-10,8
Nacional;05 Canarias;Variación anual;2013M01;-5,3
Nacional;05 Canarias;Variación anual;2012M12;-7,9
Nacional;05 Canarias;Variación anual;2012M11;-10,8
Nacional;05 Canarias;Variación anual;2012M10;1,5
Nacional;05 Canarias;Variación anual;2012M09;3,4
Nacional;05 Canarias;Variación anual;2012M08;10,1
Nacional;05 Canarias;Variación anual;2012M07;2,1
Nacional;05 Canarias;Variación anual;2012M06;-0,4
Nacional;05 Canarias;Variación anual;2012M05;-1
Nacional;05 Canarias;Variación anual;2012M04;-0,5
Nacional;05 Canarias;Variación anual;2012M03;4,4
Nacional;05 Canarias;Variación anual;2012M02;4,2
Nacional;05 Canarias;Variación anual;2012M01;13,5
Nacional;05 Canarias;Variación anual;2011M12;7,9
Nacional;05 Canarias;Variación anual;2011M11;8,6
Nacional;05 Canarias;Variación anual;2011M10;20,7
Nacional;05 Canarias;Variación anual;2011M09;7,2
Nacional;05 Canarias;Variación anual;2011M08;17,6
Nacional;05 Canarias;Variación anual;2011M07;4,5
Nacional;05 Canarias;Variación anual;2011M06;12,4
Nacional;05 Canarias;Variación anual;2011M05;20,5
Nacional;05 Canarias;Variación anual;2011M04;17
Nacional;05 Canarias;Variación anual;2011M03;7,8
Nacional;05 Canarias;Variación anual;2011M02;17,8
Nacional;05 Canarias;Variación anual;2011M01;7,7
Nacional;05 Canarias;Variación anual;2010M12;..
Nacional;05 Canarias;Variación anual;2010M11;..
Nacional;05 Canarias;Variación anual;2010M10;..
Nacional;05 Canarias;Variación anual;2010M09;..
Nacional;05 Canarias;Variación anual;2010M08;..
Nacional;05 Canarias;Variación anual;2010M07;..
Nacional;05 Canarias;Variación anual;2010M06;..
Nacional;05 Canarias;Variación anual;2010M05;..
Nacional;05 Canarias;Variación anual;2010M04;..
Nacional;05 Canarias;Variación anual;2010M03;..
Nacional;05 Canarias;Variación anual;2010M02;..
Nacional;05 Canarias;Variación anual;2010M01;..
Nacional;05 Canarias;Variación anual;2009M12;
Nacional;05 Canarias;Variación anual;2009M11;
Nacional;05 Canarias;Variación anual;2009M10;
Nacional;05 Canarias;Variación anual;2009M09;
Nacional;05 Canarias;Variación anual;2009M08;
Nacional;05 Canarias;Variación anual;2009M07;
Nacional;05 Canarias;Variación anual;2009M06;
Nacional;05 Canarias;Variación anual;2009M05;
Nacional;05 Canarias;Variación anual;2009M04;
Nacional;05 Canarias;Variación anual;2009M03;
Nacional;05 Canarias;Variación anual;2009M02;
Nacional;05 Canarias;Variación anual;2009M01;
Nacional;05 Canarias;Variación anual;2008M12;
Nacional;05 Canarias;Variación anual;2008M11;
Nacional;05 Canarias;Variación anual;2008M10;
Nacional;05 Canarias;Variación anual;2008M09;
Nacional;05 Canarias;Variación anual;2008M08;
Nacional;05 Canarias;Variación anual;2008M07;
Nacional;05 Canarias;Variación anual;2008M06;
Nacional;05 Canarias;Variación anual;2008M05;
Nacional;05 Canarias;Variación anual;2008M04;
Nacional;05 Canarias;Variación anual;2008M03;
Nacional;05 Canarias;Variación anual;2008M02;
Nacional;05 Canarias;Variación anual;2008M01;
Nacional;05 Canarias;Variación anual;2007M12;
Nacional;05 Canarias;Variación anual;2007M11;
Nacional;05 Canarias;Variación anual;2007M10;
