MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,4.55,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,6.15,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,7.23,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Alemanya,Alemania,DE,Sí,Sí,SI,2062667,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Alemanya,Alemania,DE,Total,Total,_T,5029755,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Alemanya,Alemania,DE,No,No,NO,2967088,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Alemanya,Alemania,DE,Sí,Sí,SI,2.89,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Alemanya,Alemania,DE,Total,Total,_T,9.15,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Alemanya,Alemania,DE,No,No,NO,13.96,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,291333,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,3424105,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,3132773,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,11.35,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,-0.19,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-1.14,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,246758,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,651099,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,404341,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,17.25,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,12.24,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,9.38,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,1353394,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,4126238,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,2772844,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,5.73,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,9.24,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,11.03,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,França,Francia,FR,Sí,Sí,SI,333816,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,França,Francia,FR,Total,Total,_T,1122661,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,França,Francia,FR,No,No,NO,788845,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,França,Francia,FR,Sí,Sí,SI,30.35,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,França,Francia,FR,Total,Total,_T,14.78,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,França,Francia,FR,No,No,NO,9.26,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Regne Unit,Reino Unido,GB,Sí,Sí,SI,1893640,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Regne Unit,Reino Unido,GB,Total,Total,_T,3575603,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Regne Unit,Reino Unido,GB,No,No,NO,1681964,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-1.77,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Regne Unit,Reino Unido,GB,Total,Total,_T,-3.17,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Regne Unit,Reino Unido,GB,No,No,NO,-4.70,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Itàlia,Italia,IT,Sí,Sí,SI,188772,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Itàlia,Italia,IT,Total,Total,_T,806213,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,2024,2024,2024,Itàlia,Italia,IT,No,No,NO,617441,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Itàlia,Italia,IT,Sí,Sí,SI,39.61,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Itàlia,Italia,IT,Total,Total,_T,2.31,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2024,2024,2024,Itàlia,Italia,IT,No,No,NO,-5.41,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,31519,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,296261,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,264742,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,-0.53,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,6.18,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,7.04,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,25395,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,182446,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,157051,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,-12.23,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,10.18,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,14.93,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Alemanya,Alemania,DE,Sí,Sí,SI,11315,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Alemanya,Alemania,DE,Total,Total,_T,99895,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Alemanya,Alemania,DE,No,No,NO,88580,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemanya,Alemania,DE,Sí,Sí,SI,-43.78,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemanya,Alemania,DE,Total,Total,_T,31.46,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Alemanya,Alemania,DE,No,No,NO,58.56,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,6124,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,113815,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,107690,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,122.52,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,0.33,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,-2.70,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,888,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,6184,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,5297,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Països Nòrdics,Países Nórdicos,5100_L1,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Països Nòrdics,Países Nórdicos,5100_L1,Total,Total,_T,3.66,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Països Nòrdics,Países Nórdicos,5100_L1,No,No,NO,-3.93,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,11297,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,47503,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,36207,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Sí,Sí,SI,97.84,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,Total,Total,_T,-16.11,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,No,No,NO,-28.89,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,França,Francia,FR,Sí,Sí,SI,835,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,França,Francia,FR,Total,Total,_T,7655,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,França,Francia,FR,No,No,NO,6819,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,França,Francia,FR,Sí,Sí,SI,98.73,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,França,Francia,FR,Total,Total,_T,-4.12,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,França,Francia,FR,No,No,NO,-9.83,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Regne Unit,Reino Unido,GB,Sí,Sí,SI,1023,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Regne Unit,Reino Unido,GB,Total,Total,_T,17287,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Regne Unit,Reino Unido,GB,No,No,NO,16264,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Regne Unit,Reino Unido,GB,Sí,Sí,SI,-49.66,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Regne Unit,Reino Unido,GB,Total,Total,_T,3.45,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Regne Unit,Reino Unido,GB,No,No,NO,10.80,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Itàlia,Italia,IT,Sí,Sí,SI,,,,Baixa fiabilitat,Baja fiabilidad,U,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Itàlia,Italia,IT,Total,Total,_T,3922,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,12/2024,12/2024,2024-M12,Itàlia,Italia,IT,No,No,NO,3885,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Itàlia,Italia,IT,Sí,Sí,SI,,,,Valor no disponible,Valor no disponible,O,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Itàlia,Italia,IT,Total,Total,_T,69.74,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2024,12/2024,2024-M12,Itàlia,Italia,IT,No,No,NO,83.38,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,55492,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,370250,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,314758,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Sí,Sí,SI,82.62,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,Total,Total,_T,18.16,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,No,No,NO,11.24,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,37103,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,219713,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,182609,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Sí,Sí,SI,33.16,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,Total,Total,_T,2.79,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,No,No,NO,-1.76,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Alemanya,Alemania,DE,Sí,Sí,SI,19263,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Alemanya,Alemania,DE,Total,Total,_T,115368,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Alemanya,Alemania,DE,No,No,NO,96106,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Alemanya,Alemania,DE,Sí,Sí,SI,63.64,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Alemanya,Alemania,DE,Total,Total,_T,8.19,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Alemanya,Alemania,DE,No,No,NO,1.31,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,18389,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,150537,,,Valor provisional,Valor provisional,P,,
Turistes,Turistas,TURISTAS,11/2024,11/2024,2024-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,No,No,NO,132149,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Sí,Sí,SI,628.49,,,Valor provisional,Valor provisional,P,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2024,11/2024,2024-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,Total,Total,_T,51.13,,,Valor provisional,Valor provisional,P,,
