MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-21.22,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Total,Total,_T,2495870,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Total,Total,_T,2.40,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1921613,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,6.86,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,293208,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-5.25,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,226572,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-5.92,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,196192,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,2.58,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,21970,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-4.16,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,09/2024,09/2024,2024-M09,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2202662,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,09/2024,09/2024,2024-M09,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,3.51,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,90819,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,-0.67,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,114835,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,6.91,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Total,Total,_T,3041570,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Total,Total,_T,1.20,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2255192,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,7.11,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,436190,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-7.36,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,259370,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-23.23,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,290153,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-12.30,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,31202,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-4.33,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2605381,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2.79,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,74149,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,22.49,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,121134,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,19.67,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Total,Total,_T,3035356,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Total,Total,_T,1.00,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2222915,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,4.15,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,412139,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,5.52,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,326153,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-22.29,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,261834,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-0.33,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,29171,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,9.49,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2623217,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,0.33,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,69993,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,24.41,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,87124,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,18.65,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Total,Total,_T,2637411,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Total,Total,_T,6.14,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2033139,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,7.15,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,306833,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,21.34,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,227446,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-18.23,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,190087,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,16.52,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,29622,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,81.72,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2330578,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,4.42,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,51748,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,5.80,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,32044,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-64.78,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Total,Total,_T,2307390,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Total,Total,_T,10.10,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2032286,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,26.16,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,152926,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-41.67,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,70430,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-59.45,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,111807,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-22.98,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,9075,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-65.18,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2154464,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,17.51,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,61135,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,172.80,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,174694,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,4.47,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Total,Total,_T,1480386,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Total,Total,_T,0.29,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,727926,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2.68,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,479473,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,0.83,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,211852,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,-21.31,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,281830,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-1.68,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,22949,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,5.93,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,1000913,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,0.04,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,7196,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,35.04,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,68633,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-15.32,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Total,Total,_T,643012,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Total,Total,_T,17.88,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,350893,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,61.97,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,225633,Valor provisional,Valor provisional,P,,,,
