MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,1744519,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,292399,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,568463,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,2.79,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,3.99,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,-2.48,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2024,08/2024,2024-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,2.02,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,74149,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,33786,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,8078,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,32286,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,22.49,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,9.19,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,-34.27,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,86.57,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,121134,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,70748,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,25945,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,24441,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,19.67,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,50.76,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,42.65,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,-32.32,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Total,Total,_T,Illes Balears,Illes Balears,ES53,3035356,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Total,Total,_T,Mallorca,Mallorca,ES532,2029308,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Total,Total,_T,Menorca,Menorca,ES533,340325,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,665723,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Total,Total,_T,Illes Balears,Illes Balears,ES53,1.00,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Total,Total,_T,Mallorca,Mallorca,ES532,5.03,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Total,Total,_T,Menorca,Menorca,ES533,-4.25,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,-7.22,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,2222915,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,1583222,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,212319,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,427373,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,4.15,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,6.89,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,3.13,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,-4.47,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,412139,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,241952,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,67958,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,102229,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,5.52,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,4.42,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,41.83,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-7.87,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,326153,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,170348,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,51970,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,103835,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,-22.29,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,-9.61,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,-41.83,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,-26.82,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,291005,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,171204,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,42012,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,77788,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,0.57,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,-7.35,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,41.33,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,3.93,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,2623217,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,1787356,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,272367,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,563494,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,0.33,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,5.11,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,-11.43,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-7.10,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,69993,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,42012,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,2970,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,25011,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,24.41,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,41.61,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,-81.56,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,138.52,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,87124,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,55411,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,16193,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,15520,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,18.65,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,41.18,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,14.47,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,-22.54,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Total,Total,_T,Illes Balears,Illes Balears,ES53,2637411,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Total,Total,_T,Mallorca,Mallorca,ES532,1789167,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Total,Total,_T,Menorca,Menorca,ES533,259115,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,589129,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Total,Total,_T,Illes Balears,Illes Balears,ES53,6.14,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Total,Total,_T,Mallorca,Mallorca,ES532,6.92,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Total,Total,_T,Menorca,Menorca,ES533,-0.32,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,6.83,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,2033139,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,1409153,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,186004,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,437982,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,7.15,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,5.20,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,10.84,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,12.23,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,306833,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,199624,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,41211,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,65997,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,21.34,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,23.21,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,33.37,,,Valor provisional,Valor provisional,P,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,10.07,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,227446,,,Valor provisional,Valor provisional,P,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,138377,,,Valor provisional,Valor provisional,P,,
