MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,0.21,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,392167,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,238434,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,49228,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,104505,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,7.79,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,6.91,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,-13.33,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,24.39,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,485797,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,317816,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,91275,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,76706,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,8.37,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,-0.72,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,90.13,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,-4.28,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,277056,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,171374,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,27574,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,78107,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,13.68,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,9.20,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,-6.30,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,36.17,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,2473485,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,1669999,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,287645,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,515841,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,3.20,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,3.18,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,10.19,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2017,07/2017,2017-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,-0.27,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,25394,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,11151,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,3890,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,10353,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,-51.69,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,-71.93,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,-10.69,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,22.09,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,92336,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,60495,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,7466,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,24374,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,5.02,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,3.54,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,-59.29,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,118.57,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Total,Total,_T,Illes Balears,Illes Balears,ES53,2398293,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Total,Total,_T,Mallorca,Mallorca,ES532,1647951,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Total,Total,_T,Menorca,Menorca,ES533,241020,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,509322,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Total,Total,_T,Illes Balears,Illes Balears,ES53,7.88,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Total,Total,_T,Mallorca,Mallorca,ES532,7.29,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Total,Total,_T,Menorca,Menorca,ES533,4.95,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,11.33,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,1711803,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,1173841,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,172197,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,365765,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,2.62,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,2.50,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,7.58,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,0.82,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,312072,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,199005,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,23029,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,90038,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,24.82,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,20.04,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,-39.02,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,93.70,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,349025,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,263954,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,41905,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,43166,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,38.28,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,42.53,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,52.49,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,8.61,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,219735,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,138510,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,15562,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,65664,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,35.55,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,29.03,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,-19.87,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,85.85,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,2086222,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,1448945,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,217992,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,419285,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,5.74,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,5.75,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,13.60,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2017,06/2017,2017-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,2.02,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,23018,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,13520,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,1929,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,7569,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,-58.37,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,-66.72,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,-48.07,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,88008,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,59367,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,7585,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,21055,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,45.32,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,61.63,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2017,05/2017,2017-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,-6.10,,,Valor normal,Valor normal,A,,
