MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,26.78,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,0.29,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Total,Total,_T,2029308,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,62380,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,33013,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1933915,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Total,Total,_T,5.03,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,23.29,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,45.49,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,4.03,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Total,Total,_T,340325,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4375,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,334655,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Total,Total,_T,-4.25,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,131.17,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-4.86,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,665723,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,8306,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,11300,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,646118,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,-7.22,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-20.78,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-1.62,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2024,07/2024,2024-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-7.11,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,2637411,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,93713,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,77844,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2465855,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,6.14,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,0.61,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-11.25,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,7.03,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Total,Total,_T,1789167,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,73753,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,57734,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1657680,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Total,Total,_T,6.92,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,8.75,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-17.57,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,7.96,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Total,Total,_T,259115,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2732,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2283,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,254101,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Total,Total,_T,-0.32,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-13.64,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-58.81,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1.14,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,589129,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,17227,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,17827,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,554075,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,6.83,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-22.29,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,47.00,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2024,06/2024,2024-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,7.13,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,2307390,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,72716,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,73869,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2160805,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,10.10,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-35.36,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-19.82,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,14.26,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1609122,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,54218,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,50921,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1503983,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Total,Total,_T,8.18,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-39.41,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-25.58,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,13.12,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Total,Total,_T,217699,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,5460,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2528,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,209712,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Total,Total,_T,36.27,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,125.59,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-21.29,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,36.06,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,480570,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,13039,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,20421,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,447110,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,7.15,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-36.72,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-0.38,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2024,05/2024,2024-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,9.75,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,1480386,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,127530,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,52486,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1300369,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,0.29,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-13.81,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-11.72,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2.50,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,Total,Total,_T,1204582,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,99334,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,32394,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1072854,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,Total,Total,_T,4.27,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-17.45,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-22.69,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,8.04,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,Total,Total,_T,71677,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,8951,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,1135,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,61592,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,Total,Total,_T,-7.94,Valor provisional,Valor provisional,P,,,,
