MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2018,08/2018,2018-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,8.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2018,08/2018,2018-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2018,08/2018,2018-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-22.40,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2018,08/2018,2018-M08,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,8.65,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,2820949,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,178254,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,36809,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2605887,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,-1.56,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,145.78,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,31.83,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-5.76,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,Total,Total,_T,1902993,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,174809,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,26939,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1701245,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,Total,Total,_T,-0.29,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,158.53,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,78.12,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-6.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,Total,Total,_T,311008,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,1849,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,307400,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,Total,Total,_T,-7.68,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-31.59,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-7.15,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,606948,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,8020,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,597241,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,-2.16,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-20.54,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2018,07/2018,2018-M07,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-1.84,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,2451552,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,162592,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,91536,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2197423,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,2.22,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,128.88,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,98.76,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-3.67,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,Total,Total,_T,1657479,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,156463,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,66221,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1434795,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,Total,Total,_T,0.58,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,165.37,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,82.59,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-7.59,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,Total,Total,_T,251308,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2318,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2403,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,246587,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,Total,Total,_T,4.27,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-50.64,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-0.51,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,5.42,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,542765,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,3812,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,22913,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,516041,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,6.57,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-48.37,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,210.89,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2018,06/2018,2018-M06,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,4.34,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,1929774,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,90756,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,76128,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1762890,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,0.99,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,21.88,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-8.23,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,0.53,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1383758,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,85692,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,49900,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1248166,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,32.11,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-21.36,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Total,Total,_T,137599,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2737,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,3205,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,131657,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Total,Total,_T,-4.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-52.33,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,5.95,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-2.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,408417,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,23023,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,383067,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,0.89,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,39.74,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2018,05/2018,2018-M05,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-0.36,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,1160346,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,95397,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,42109,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1022841,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,-6.40,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4.08,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-2.88,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2018,04/2018,2018-M04,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-7.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,Total,Total,_T,956048,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,86008,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,32501,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2018,04/2018,2018-M04,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,837539,Valor normal,Valor normal,A,,,,
