MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,292056,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,58.58,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,46.97,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,31.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,135.39,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,6661357,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,4355652,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,795219,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,1510485,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,243.28,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,274.93,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,158.66,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,220.48,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,98628,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,73972,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,5616,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,19040,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,159.95,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,145.84,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,167.58,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,230.98,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,578170,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,445707,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,27470,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,104993,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,127.67,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,110.53,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,74.85,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,295.72,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,6324711,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,4647525,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,380188,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1296998,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,267.48,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,262.04,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,224.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,305.21,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,4103004,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,3030404,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,250607,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,821993,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,365.21,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,381.96,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,261.84,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,346.86,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1120523,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,852546,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,51947,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,216031,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,117.32,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,104.31,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,81.91,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,209.64,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1002556,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,690603,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,72019,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,239934,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,251.02,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,232.69,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,313.50,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,295.85,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,542354,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,406839,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,24476,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,111038,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,107.28,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,97.91,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,90.54,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,156.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,5204188,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,3794979,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,328241,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1080967,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Mundo (excluida España),Món (exclosa Espanya),5000_XES,331.70,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Mundo (excluida España),Món (exclosa Espanya),5000_XES,338.00,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Mundo (excluida España),Món (exclosa Espanya),5000_XES,269.74,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Mundo (excluida España),Món (exclosa Espanya),5000_XES,331.85,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Alemania,Alemanya,DE,49534,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Alemania,Alemanya,DE,46913,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Alemania,Alemanya,DE,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Alemania,Alemanya,DE,2297,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Alemania,Alemanya,DE,137.15,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Alemania,Alemanya,DE,136.73,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Alemania,Alemanya,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Alemania,Alemanya,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Alemania,Alemanya,DE,296308,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Alemania,Alemanya,DE,268634,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Alemania,Alemanya,DE,3219,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Alemania,Alemanya,DE,24454,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Alemania,Alemanya,DE,104.80,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Alemania,Alemanya,DE,95.39,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Alemania,Alemanya,DE,69.65,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Alemania,Alemanya,DE,361.83,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Alemania,Alemanya,DE,2347163,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Alemania,Alemanya,DE,2113884,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Alemania,Alemanya,DE,33608,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Alemania,Alemanya,DE,199671,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Alemania,Alemanya,DE,229.26,Valor normal,Valor normal,A,,,,
