MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,244.20,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,1481966,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,989352,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,79757,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,412857,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,349.22,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,330.95,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,244.68,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,434.90,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Francia,França,FR,15394,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Francia,França,FR,11166,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Francia,França,FR,3123,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Francia,França,FR,660.37,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Francia,França,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Francia,França,FR,189.84,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Francia,França,FR,32296,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Francia,França,FR,16349,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Francia,França,FR,5754,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,10193,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Francia,França,FR,107.89,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Francia,França,FR,106.32,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Francia,França,FR,35.21,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,203.80,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Francia,França,FR,604926,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Francia,França,FR,362323,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Francia,França,FR,105863,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,136739,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Francia,França,FR,231.84,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Francia,França,FR,253.93,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Francia,França,FR,233.48,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,183.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,Francia,França,FR,381970,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,Francia,França,FR,244324,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,Francia,França,FR,62428,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,75219,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,Francia,França,FR,318.44,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,Francia,França,FR,371.55,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,Francia,França,FR,281.82,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,225.33,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,Francia,França,FR,85300,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,Francia,França,FR,47031,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,Francia,França,FR,11458,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,26810,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,Francia,França,FR,62.19,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,Francia,França,FR,53.91,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,Francia,França,FR,38.43,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,94.88,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,Francia,França,FR,122261,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,Francia,França,FR,59803,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,Francia,França,FR,28854,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,33604,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Illes Balears,Illes Balears,ES53,Francia,França,FR,235.94,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Mallorca,Mallorca,ES532,Francia,França,FR,208.06,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Menorca,Menorca,ES533,Francia,França,FR,377.71,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,207.14,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,Francia,França,FR,53004,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,Francia,França,FR,30682,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,Francia,França,FR,5705,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,16617,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Illes Balears,Illes Balears,ES53,Francia,França,FR,43.04,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Mallorca,Mallorca,ES532,Francia,França,FR,35.57,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Menorca,Menorca,ES533,Francia,França,FR,41.84,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,59.75,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Francia,França,FR,519626,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Francia,França,FR,315292,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Francia,França,FR,94404,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,109929,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Illes Balears,Illes Balears,ES53,Francia,França,FR,300.63,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mallorca,Mallorca,ES532,Francia,França,FR,339.04,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Menorca,Menorca,ES533,Francia,França,FR,302.27,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Francia,França,FR,219.37,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Italia,Itàlia,IT,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Menorca,Menorca,ES533,Italia,Itàlia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,24735,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,3220,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Italia,Itàlia,IT,2833,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,18683,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,258.01,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,261.87,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Menorca,Menorca,ES533,Italia,Itàlia,IT,44.23,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,360.70,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,294940,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,69420,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Italia,Itàlia,IT,39385,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,186136,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,157.51,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,152.90,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Menorca,Menorca,ES533,Italia,Itàlia,IT,61.72,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Total,Total,_T,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,196.71,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,179291,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,39957,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,Italia,Itàlia,IT,26498,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,112836,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,177.26,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,221.73,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Menorca,Menorca,ES533,Italia,Itàlia,IT,66.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2021,2021,2021,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,210.97,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Illes Balears,Illes Balears,ES53,Italia,Itàlia,IT,63828,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mallorca,Mallorca,ES532,Italia,Itàlia,IT,19363,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Menorca,Menorca,ES533,Italia,Itàlia,IT,5528,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,2021,2021,2021,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Eivissa y Formentera,Eivissa i Formentera,ES531,Italia,Itàlia,IT,38937,Valor normal,Valor normal,A,,,,
