MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,34042,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-75.29,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Països Nòrdics,Países Nórdicos,5100_L1,1079,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Països Nòrdics,Países Nórdicos,5100_L1,-77.24,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,1266,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-91.95,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Bèlgica,Bélgica,BE,405,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Bèlgica,Bélgica,BE,-72.05,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Països Baixos,Países Bajos,NL,1120,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Països Baixos,Países Bajos,NL,-68.93,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Suïssa,Suiza,CH,1357,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Suïssa,Suiza,CH,-21.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,França,Francia,FR,1970,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,França,Francia,FR,-39.44,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Regne Unit,Reino Unido,GB,1508,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Regne Unit,Reino Unido,GB,-80.57,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,01/2021,01/2021,2021-M01,Itàlia,Italia,IT,919,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2021,01/2021,2021-M01,Itàlia,Italia,IT,-71.34,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,3108951,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-81.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1721123,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-87.42,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Alemanya,Alemania,DE,712863,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Alemanya,Alemania,DE,-84.25,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,1387827,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-50.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Països Nòrdics,Países Nórdicos,5100_L1,64634,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Països Nòrdics,Países Nórdicos,5100_L1,-91.70,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,195258,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-83.68,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,22865,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-95.27,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Bèlgica,Bélgica,BE,44994,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Bèlgica,Bélgica,BE,-82.50,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Països Baixos,Países Bajos,NL,92977,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Països Baixos,Países Bajos,NL,-85.98,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Suïssa,Suiza,CH,62220,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Suïssa,Suiza,CH,-86.78,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,França,Francia,FR,182294,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,França,Francia,FR,-76.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Regne Unit,Reino Unido,GB,224566,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Regne Unit,Reino Unido,GB,-93.92,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,2020,2020,2020,Itàlia,Italia,IT,114536,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2020,2020,2020,Itàlia,Italia,IT,-84.27,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,60762,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-74.34,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,22099,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-82.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,8398,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Alemanya,Alemania,DE,-87.83,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,38663,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-65.46,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,931,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Països Nòrdics,Países Nórdicos,5100_L1,-79.18,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,4871,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-51.89,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Bèlgica,Bélgica,BE,802,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Bèlgica,Bélgica,BE,-56.57,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Països Baixos,Países Bajos,NL,1964,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Països Baixos,Países Bajos,NL,-33.04,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Suïssa,Suiza,CH,1150,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Suïssa,Suiza,CH,-70.35,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,França,Francia,FR,1887,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,França,Francia,FR,-77.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,1190,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Regne Unit,Reino Unido,GB,-92.27,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,450,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2020,12/2020,2020-M12,Itàlia,Italia,IT,-86.85,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,53060,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-81.98,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,20103,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-89.00,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,8814,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Alemanya,Alemania,DE,-91.86,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,32957,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-70.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,1313,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Països Nòrdics,Países Nórdicos,5100_L1,-81.93,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,3015,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-79.38,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Bèlgica,Bélgica,BE,396,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Bèlgica,Bélgica,BE,-79.97,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Països Baixos,Países Bajos,NL,869,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Països Baixos,Países Bajos,NL,-84.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Suïssa,Suiza,CH,1734,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Suïssa,Suiza,CH,-70.93,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,França,Francia,FR,1140,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,França,Francia,FR,-86.76,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,2132,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Regne Unit,Reino Unido,GB,-86.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,386,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2020,11/2020,2020-M11,Itàlia,Italia,IT,-93.09,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,168638,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-87.91,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,84194,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-93.12,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,30225,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Alemanya,Alemania,DE,-93.52,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,84444,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-50.46,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,5409,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Països Nòrdics,Países Nórdicos,5100_L1,-92.20,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,6807,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-91.69,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,10/2020,10/2020,2020-M10,Bèlgica,Bélgica,BE,2988,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2020,10/2020,2020-M10,Bèlgica,Bélgica,BE,-78.98,Valor normal,Valor normal,A,,,,
