MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,33.10,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,154955,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,34269,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,120687,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,24.31,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,17.65,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,26.34,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Francia,França,FR,48115,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,13602,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,34513,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Francia,França,FR,18.35,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,0.46,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,27.28,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Reino Unido,Regne Unit,GB,180165,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,46806,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,133359,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Reino Unido,Regne Unit,GB,31.21,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,69.02,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,21.66,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Total,Total,_T,Italia,Itàlia,IT,26907,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,11951,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,14956,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Total,Total,_T,Italia,Itàlia,IT,12.36,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,5.17,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2016,04/2016,2016-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,18.85,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,530008,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,185280,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,344728,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,27.23,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,2.01,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,46.73,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,391922,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,111842,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,280081,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,43.30,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,17.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,57.35,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Alemania,Alemanya,DE,210991,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,51861,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,159130,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Alemania,Alemanya,DE,26.17,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,-3.63,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,40.32,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,138086,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,73438,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,64647,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-3.49,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-14.73,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,13.51,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,15938,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,6246,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,9692,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,61.07,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,66.82,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,57.57,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,73399,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,18926,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,54473,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,61.55,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,36.24,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,72.70,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Francia,França,FR,6606,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,3437,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,3169,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Francia,França,FR,36.44,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,5.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,101.66,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Reino Unido,Regne Unit,GB,83330,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,31059,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,52271,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Reino Unido,Regne Unit,GB,104.16,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,64.79,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,137.94,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Total,Total,_T,Italia,Itàlia,IT,1659,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas,Turistes,TURISTAS,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,,,,Baja fiabilidad,Baixa fiabilitat,U,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Total,Total,_T,Italia,Itàlia,IT,-68.69,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,,,,Valor no disponible,Valor no disponible,O,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2016,03/2016,2016-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,,,,Valor no disponible,Valor no disponible,O,,
Turistas,Turistes,TURISTAS,02/2016,02/2016,2016-M02,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,259032,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2016,02/2016,2016-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,121449,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,02/2016,02/2016,2016-M02,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,137583,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,27.14,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,22.96,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2016,02/2016,2016-M02,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,31.07,,,Valor normal,Valor normal,A,,
