MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Turistes,Turistas,TURISTAS,03/2023,03/2023,2023-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,68200,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,84.10,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,55.86,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,03/2023,03/2023,2023-M03,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,54.26,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,43199,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,291603,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Illes Balears,Illes Balears,ES53,No,No,NO,248404,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,64.23,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,25.06,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Illes Balears,Illes Balears,ES53,No,No,NO,20.08,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Mallorca,Mallorca,ES532,Sí,Sí,SI,40145,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Mallorca,Mallorca,ES532,Total,Total,_T,245531,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Mallorca,Mallorca,ES532,No,No,NO,205386,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mallorca,Mallorca,ES532,Sí,Sí,SI,69.89,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mallorca,Mallorca,ES532,Total,Total,_T,28.46,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Mallorca,Mallorca,ES532,No,No,NO,22.62,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Menorca,Menorca,ES533,Sí,Sí,SI,1369,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Menorca,Menorca,ES533,Total,Total,_T,16986,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Menorca,Menorca,ES533,No,No,NO,15617,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Menorca,Menorca,ES533,Sí,Sí,SI,89.12,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Menorca,Menorca,ES533,Total,Total,_T,63.87,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Menorca,Menorca,ES533,No,No,NO,61.97,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,1684,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,29086,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,02/2023,02/2023,2023-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,27402,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-13.60,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-8.17,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,02/2023,02/2023,2023-M02,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-7.81,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,16723,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,232430,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Illes Balears,Illes Balears,ES53,No,No,NO,215707,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,111.42,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,44.90,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Illes Balears,Illes Balears,ES53,No,No,NO,41.45,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Mallorca,Mallorca,ES532,Sí,Sí,SI,16432,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Mallorca,Mallorca,ES532,Total,Total,_T,189410,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Mallorca,Mallorca,ES532,No,No,NO,172978,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Mallorca,Mallorca,ES532,Sí,Sí,SI,126.98,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Mallorca,Mallorca,ES532,Total,Total,_T,52.71,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Mallorca,Mallorca,ES532,No,No,NO,48.10,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Menorca,Menorca,ES533,Sí,Sí,SI,,,,,,Baixa fiabilitat,Baja fiabilidad,U
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Menorca,Menorca,ES533,Total,Total,_T,15434,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Menorca,Menorca,ES533,No,No,NO,15290,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Menorca,Menorca,ES533,Sí,Sí,SI,,,,,,Valor no disponible,Valor no disponible,O
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Menorca,Menorca,ES533,Total,Total,_T,38.56,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Menorca,Menorca,ES533,No,No,NO,39.65,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,,,,,,Baixa fiabilitat,Baja fiabilidad,U
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,27586,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,01/2023,01/2023,2023-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,27439,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,,,,,,Valor no disponible,Valor no disponible,O
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,9.34,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,01/2023,01/2023,2023-M01,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,10.87,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,5365390,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Illes Balears,Illes Balears,ES53,Total,Total,_T,16507007,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Illes Balears,Illes Balears,ES53,No,No,NO,11141617,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,146.09,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Illes Balears,Illes Balears,ES53,Total,Total,_T,90.09,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Illes Balears,Illes Balears,ES53,No,No,NO,71.31,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Mallorca,Mallorca,ES532,Sí,Sí,SI,4341259,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Mallorca,Mallorca,ES532,Total,Total,_T,11474345,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Mallorca,Mallorca,ES532,No,No,NO,7133087,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Mallorca,Mallorca,ES532,Sí,Sí,SI,155.75,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Mallorca,Mallorca,ES532,Total,Total,_T,100.22,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Mallorca,Mallorca,ES532,No,No,NO,76.86,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Menorca,Menorca,ES533,Sí,Sí,SI,458493,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Menorca,Menorca,ES533,Total,Total,_T,1625572,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Menorca,Menorca,ES533,No,No,NO,1167079,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Menorca,Menorca,ES533,Sí,Sí,SI,149.86,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Menorca,Menorca,ES533,Total,Total,_T,61.45,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Menorca,Menorca,ES533,No,No,NO,41.74,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,565638,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,3407090,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,2022,2022,2022,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,2841452,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,89.02,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,75.05,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,2022,2022,2022,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,72.52,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,15429,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Illes Balears,Illes Balears,ES53,Total,Total,_T,234861,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Illes Balears,Illes Balears,ES53,No,No,NO,219432,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,51.31,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Illes Balears,Illes Balears,ES53,Total,Total,_T,23.34,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Illes Balears,Illes Balears,ES53,No,No,NO,21.76,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Mallorca,Mallorca,ES532,Sí,Sí,SI,14949,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Mallorca,Mallorca,ES532,Total,Total,_T,195291,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Mallorca,Mallorca,ES532,No,No,NO,180341,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Mallorca,Mallorca,ES532,Sí,Sí,SI,65.73,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Mallorca,Mallorca,ES532,Total,Total,_T,24.48,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Mallorca,Mallorca,ES532,No,No,NO,21.96,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Menorca,Menorca,ES533,Sí,Sí,SI,183,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Menorca,Menorca,ES533,Total,Total,_T,10112,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Menorca,Menorca,ES533,No,No,NO,9929,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Menorca,Menorca,ES533,Sí,Sí,SI,-48.15,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Menorca,Menorca,ES533,Total,Total,_T,24.62,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Menorca,Menorca,ES533,No,No,NO,27.93,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,297,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,29458,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,12/2022,12/2022,2022-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,29162,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-63.99,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,15.93,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,12/2022,12/2022,2022-M12,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,18.60,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,31676,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,299944,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Illes Balears,Illes Balears,ES53,No,No,NO,268268,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,56.49,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Illes Balears,Illes Balears,ES53,Total,Total,_T,28.80,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Illes Balears,Illes Balears,ES53,No,No,NO,26.16,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Mallorca,Mallorca,ES532,Sí,Sí,SI,29438,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Mallorca,Mallorca,ES532,Total,Total,_T,241046,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Mallorca,Mallorca,ES532,No,No,NO,211608,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Mallorca,Mallorca,ES532,Sí,Sí,SI,61.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Mallorca,Mallorca,ES532,Total,Total,_T,23.13,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Mallorca,Mallorca,ES532,No,No,NO,19.22,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Menorca,Menorca,ES533,Sí,Sí,SI,1436,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Menorca,Menorca,ES533,Total,Total,_T,25220,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Menorca,Menorca,ES533,No,No,NO,23784,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Menorca,Menorca,ES533,Sí,Sí,SI,87.76,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Menorca,Menorca,ES533,Total,Total,_T,155.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Menorca,Menorca,ES533,No,No,NO,160.82,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,801,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,33677,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,11/2022,11/2022,2022-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,32876,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-33.80,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,23.65,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2022,11/2022,2022-M11,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,26.33,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2022,10/2022,2022-M10,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,567123,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2022,10/2022,2022-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,1587659,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2022,10/2022,2022-M10,Illes Balears,Illes Balears,ES53,No,No,NO,1020537,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2022,10/2022,2022-M10,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,58.84,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2022,10/2022,2022-M10,Illes Balears,Illes Balears,ES53,Total,Total,_T,33.60,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2022,10/2022,2022-M10,Illes Balears,Illes Balears,ES53,No,No,NO,22.76,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2022,10/2022,2022-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,456987,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2022,10/2022,2022-M10,Mallorca,Mallorca,ES532,Total,Total,_T,1203073,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,10/2022,10/2022,2022-M10,Mallorca,Mallorca,ES532,No,No,NO,746086,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2022,10/2022,2022-M10,Mallorca,Mallorca,ES532,Sí,Sí,SI,50.38,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2022,10/2022,2022-M10,Mallorca,Mallorca,ES532,Total,Total,_T,33.95,,,,,Valor normal,Valor normal,A
