MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,10895,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,102710,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,460294,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,62525,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,150000,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,33402,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,43460,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,3.58,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,-22.46,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,-8.83,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,-1.39,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,25.45,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,18.27,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,3.70,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,01/2025,01/2025,2025-M01,Reino Unido,Regne Unit,GB,40.06,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,93799505,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,15311570,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,13597785,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,15226886,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,19939896,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,11938667,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,8823004,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,8961697,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,10.13,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,6.15,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,11.54,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,9.15,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,9.66,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,13.98,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,12.45,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Mundo (excluida España),Món (exclosa Espanya),5000_XES,10.63,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,63459053,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,6706211,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,9641762,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,6692141,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,16518675,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,8236545,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,7978002,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,7685717,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,11.49,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,9.52,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,12.92,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,7.85,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,10.13,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,16.27,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,12.90,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,11.37,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,2024,2024,2024,Alemania,Alemanya,DE,11937236,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Alemania,Alemanya,DE,5029755,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,2024,2024,2024,Alemania,Alemanya,DE,1145676,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,2024,2024,2024,Alemania,Alemanya,DE,2615940,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,2024,2024,2024,Alemania,Alemanya,DE,1530350,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Alemania,Alemanya,DE,757546,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Alemania,Alemanya,DE,363610,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Alemania,Alemanya,DE,494359,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,2024,2024,2024,Alemania,Alemanya,DE,8.62,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Alemania,Alemanya,DE,9.15,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,2024,2024,2024,Alemania,Alemanya,DE,10.35,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,2024,2024,2024,Alemania,Alemanya,DE,9.74,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,2024,2024,2024,Alemania,Alemanya,DE,10.41,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Alemania,Alemanya,DE,3.03,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Alemania,Alemanya,DE,3.16,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Alemania,Alemanya,DE,1.81,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,2024,2024,2024,Reino Unido,Regne Unit,GB,18403216,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,2024,2024,2024,Reino Unido,Regne Unit,GB,3575604,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,2024,2024,2024,Reino Unido,Regne Unit,GB,2810347,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,2024,2024,2024,Reino Unido,Regne Unit,GB,5918805,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,2024,2024,2024,Reino Unido,Regne Unit,GB,1890871,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Reino Unido,Regne Unit,GB,2944576,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Reino Unido,Regne Unit,GB,481392,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Reino Unido,Regne Unit,GB,781621,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,2024,2024,2024,Reino Unido,Regne Unit,GB,6.61,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,2024,2024,2024,Reino Unido,Regne Unit,GB,-3.17,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,2024,2024,2024,Reino Unido,Regne Unit,GB,7.51,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,2024,2024,2024,Reino Unido,Regne Unit,GB,10.38,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,2024,2024,2024,Reino Unido,Regne Unit,GB,5.18,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,2024,2024,2024,Reino Unido,Regne Unit,GB,10.91,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,2024,2024,2024,Reino Unido,Regne Unit,GB,12.77,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,2024,2024,2024,Reino Unido,Regne Unit,GB,9.48,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,5265945,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,182446,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,680492,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1448229,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1073406,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,667825,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,602274,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,611273,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1.09,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,10.18,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,8.89,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,5.39,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,5.23,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-6.28,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-0.58,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,12/2024,12/2024,2024-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-13.42,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,12/2024,12/2024,2024-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,3739987,Valor provisional,Valor provisional,P,,,,
