Provincias;Ramas de actividad;Periodo;Total
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008;5.082.264
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2007;5.310.181
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2006;4.981.991
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2005;4.731.258
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2004;4.099.842
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2003;4.127.552
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2002;3.834.306
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2001;3.619.762
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2000;3.450.584
41 Sevilla;C. - De las cuales: Industria manufacturera;2022 (P);3.564.710
41 Sevilla;C. - De las cuales: Industria manufacturera;2021;3.331.988
41 Sevilla;C. - De las cuales: Industria manufacturera;2020;3.227.772
41 Sevilla;C. - De las cuales: Industria manufacturera;2019;3.419.814
41 Sevilla;C. - De las cuales: Industria manufacturera;2018;3.291.087
41 Sevilla;C. - De las cuales: Industria manufacturera;2017;3.356.889
41 Sevilla;C. - De las cuales: Industria manufacturera;2016;3.147.573
41 Sevilla;C. - De las cuales: Industria manufacturera;2015;3.142.614
41 Sevilla;C. - De las cuales: Industria manufacturera;2014;3.157.959
41 Sevilla;C. - De las cuales: Industria manufacturera;2013;2.955.037
41 Sevilla;C. - De las cuales: Industria manufacturera;2012;3.103.647
41 Sevilla;C. - De las cuales: Industria manufacturera;2011;3.200.483
41 Sevilla;C. - De las cuales: Industria manufacturera;2010;3.280.456
41 Sevilla;C. - De las cuales: Industria manufacturera;2009;3.270.237
41 Sevilla;C. - De las cuales: Industria manufacturera;2008;3.788.070
41 Sevilla;C. - De las cuales: Industria manufacturera;2007;4.075.211
41 Sevilla;C. - De las cuales: Industria manufacturera;2006;3.907.441
41 Sevilla;C. - De las cuales: Industria manufacturera;2005;3.593.215
41 Sevilla;C. - De las cuales: Industria manufacturera;2004;3.218.745
41 Sevilla;C. - De las cuales: Industria manufacturera;2003;3.211.889
41 Sevilla;C. - De las cuales: Industria manufacturera;2002;2.885.216
41 Sevilla;C. - De las cuales: Industria manufacturera;2001;2.702.195
41 Sevilla;C. - De las cuales: Industria manufacturera;2000;2.602.078
41 Sevilla;F. Construcción;2022 (P);2.442.880
41 Sevilla;F. Construcción;2021;2.143.074
41 Sevilla;F. Construcción;2020;1.940.243
41 Sevilla;F. Construcción;2019;2.200.548
41 Sevilla;F. Construcción;2018;1.967.718
41 Sevilla;F. Construcción;2017;1.838.817
41 Sevilla;F. Construcción;2016;1.869.680
41 Sevilla;F. Construcción;2015;1.925.660
41 Sevilla;F. Construcción;2014;1.880.439
41 Sevilla;F. Construcción;2013;1.926.509
41 Sevilla;F. Construcción;2012;2.214.092
41 Sevilla;F. Construcción;2011;2.578.980
41 Sevilla;F. Construcción;2010;2.961.041
41 Sevilla;F. Construcción;2009;3.795.172
41 Sevilla;F. Construcción;2008;4.150.855
41 Sevilla;F. Construcción;2007;4.134.867
41 Sevilla;F. Construcción;2006;3.842.398
41 Sevilla;F. Construcción;2005;3.520.484
41 Sevilla;F. Construcción;2004;2.913.509
41 Sevilla;F. Construcción;2003;2.553.140
41 Sevilla;F. Construcción;2002;2.090.302
41 Sevilla;F. Construcción;2001;2.026.713
41 Sevilla;F. Construcción;2000;1.713.666
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2022 (P);10.207.535
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021;8.444.617
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;7.270.258
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;9.194.952
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;8.773.939
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2017;8.572.610
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2016;8.206.037
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2015;7.747.422
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2014;7.497.043
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2013;7.578.179
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2012;7.852.250
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2011;7.842.728
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2010;7.748.830
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2009;7.836.469
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2008;7.770.720
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2007;7.488.953
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2006;7.132.331
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2005;6.847.350
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2004;6.610.777
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2003;6.344.321
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2002;6.212.095
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2001;5.514.539
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2000;5.120.016
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2022 (P);9.601.559
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021;8.757.109
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;8.194.205
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.532.356
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;8.164.541
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2017;7.579.815
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2016;7.336.899
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2015;7.298.029
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2014;7.268.370
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2013;7.049.515
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2012;7.239.885
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2011;7.281.576
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2010;7.159.631
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2009;7.494.231
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2008;7.368.176
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2007;6.904.674
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2006;5.967.729
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2005;5.335.856
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2004;4.739.697
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2003;4.260.801
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2002;3.964.826
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2001;3.406.920
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2000;3.025.869
